id,records,species,birdRecords,birdSpecies,firstYear,lastYear,recordsLast5Years,topBirds,datasets,ebirdShare,source
bail-narsapur-lake-3,0,0,0,0,,,0,,,,gbif-2026-09
bail-narsapur-lake-4,0,0,0,0,,,0,,,,gbif-2026-09
bailakonnenahalli-kunte,1,1,1,1,2025,2025,1,Haliastur indus (Brahminy Kite),iNaturalist Research-grade Observations,0.0,gbif-2026-09
bainahalli-lake,891,81,891,81,2017,2023,234,Prinia socialis (Ashy Prinia);Vanellus indicus (Red-wattled Lapwing);Ardea purpurea (Purple Heron);Ardeola grayii (Indian Pond-Heron);Cecropis daurica (Eastern Red-rumped Swallow);Halcyon smyrnensis (White-throated Kingfisher);Haliastur indus (Brahminy Kite);Milvus migrans (Black Kite);Porphyrio porphyrio (Western Swamphen);Saxicola caprata (Pied Bushchat),EOD – eBird Observation Dataset,1.0,gbif-2026-09
bairasandra-kere,0,0,0,0,,,0,,,,gbif-2026-09
baiyappanahalli-kere,69,41,69,41,2015,2024,33,Acridotheres tristis (Common Myna);Ardeola grayii (Indian Pond-Heron);Haliastur indus (Brahminy Kite);Prinia socialis (Ashy Prinia);Tachybaptus ruficollis (Little Grebe);Anas poecilorhyncha (Spot-billed duck);Ardea cinerea (Gray Heron);Cecropis daurica (Eastern Red-rumped Swallow);Corvus macrorhynchos (Large-billed Crow);Corvus splendens (House Crow),EOD – eBird Observation Dataset,1.0,gbif-2026-09
balagere-kunte1,0,0,0,0,,,0,,,,gbif-2026-09
balagere-kunte2,0,0,0,0,,,0,,,,gbif-2026-09
balagere-kunte3,0,0,0,0,,,0,,,,gbif-2026-09
balchakuppe-lake,0,0,0,0,,,0,,,,gbif-2026-09
balchakuppe-lake-1,0,0,0,0,,,0,,,,gbif-2026-09
balekere,0,0,0,0,,,0,,,,gbif-2026-09
balligere-lake,0,0,0,0,,,0,,,,gbif-2026-09
bammasandra-kunte-1,0,0,0,0,,,0,,,,gbif-2026-09
banahalli-kere-w,0,0,0,0,,,0,,,,gbif-2026-09
banahallli-kere,0,0,0,0,,,0,,,,gbif-2026-09
banasavadi-kere-1,36,28,1,1,2014,2026,27,Oriolus chinensis (Black-naped Oriole),iNaturalist Research-grade Observations;India Biodiversity Portal publication grade dataset;EOD – eBird Observation Dataset,0.028,gbif-2026-09
banasavadi-kunte-4,0,0,0,0,,,0,,,,gbif-2026-09
banasavadi-kunte-5,0,0,0,0,,,0,,,,gbif-2026-09
banasavadi-kunte-6,0,0,0,0,,,0,,,,gbif-2026-09
banasavadi-kunte-7,0,0,0,0,,,0,,,,gbif-2026-09
banasavadi-kunte1,0,0,0,0,,,0,,,,gbif-2026-09
banasavadi-kunte2,0,0,0,0,,,0,,,,gbif-2026-09
banasavadi-kunte3,0,0,0,0,,,0,,,,gbif-2026-09
banasavadi-kunte8,0,0,0,0,,,0,,,,gbif-2026-09
banaswadi-kere2,30,22,27,19,2015,2026,29,Psittacula krameri (Rose-ringed Parakeet);Columba livia (Rock Pigeon);Copsychus saularis (Oriental Magpie-Robin);Milvus migrans (Black Kite);Parus cinereus (Cinereous Tit);Psilopogon viridis (White-cheeked Barbet);Pycnonotus jocosus (Red-whiskered Bulbul);Acridotheres fuscus (Jungle Myna);Acridotheres tristis (Common Myna);Ardeola grayii (Indian Pond-Heron),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations;India Biodiversity Portal publication grade dataset,0.867,gbif-2026-09
banavati-lake,0,0,0,0,,,0,,,,gbif-2026-09
bande-mahadevapura-kere,22,15,20,13,2022,2024,22,Milvus migrans (Black Kite);Anhinga melanogaster (Oriental Darter);Egretta garzetta (Little Egret);Motacilla maderaspatensis (White-browed Wagtail);Tachybaptus ruficollis (Little Grebe);Acridotheres fuscus (Jungle Myna);Acridotheres tristis (Common Myna);Columba livia (Rock Pigeon);Dicrurus macrocercus (Black Drongo);Halcyon smyrnensis (White-throated Kingfisher),EOD – eBird Observation Dataset;Pl@ntNet automatically identified occurrences;iNaturalist Research-grade Observations,0.909,gbif-2026-09
bandekere,0,0,0,0,,,0,,,,gbif-2026-09
bandenalasandra-lake,28,17,28,17,2023,2023,28,Haliastur indus (Brahminy Kite);Microcarbo niger (Little Cormorant);Milvus migrans (Black Kite);Ardeola grayii (Indian Pond-Heron);Threskiornis melanocephalus (Black-headed Ibis);Vanellus indicus (Red-wattled Lapwing);Actitis hypoleucos (Common Sandpiper);Anas poecilorhyncha (Spot-billed duck);Ceryle rudis (Pied Kingfisher);Ciconia episcopus (Woolly-necked Stork),EOD – eBird Observation Dataset,1.0,gbif-2026-09
bandikodigenahalli-amani-kere,456,85,456,85,2007,2024,7,Acridotheres tristis (Common Myna);Actitis hypoleucos (Common Sandpiper);Ardeola grayii (Indian Pond-Heron);Milvus migrans (Black Kite);Prinia socialis (Ashy Prinia);Dicrurus macrocercus (Black Drongo);Saxicola caprata (Pied Bushchat);Vanellus indicus (Red-wattled Lapwing);Corvus macrorhynchos (Large-billed Crow);Egretta garzetta (Little Egret),EOD – eBird Observation Dataset,1.0,gbif-2026-09
bangalapet-lake,387,61,387,61,2022,2024,387,Ardeola grayii (Indian Pond-Heron);Milvus migrans (Black Kite);Eudynamys scolopaceus (Asian Koel);Acridotheres tristis (Common Myna);Amaurornis phoenicurus (White-breasted Waterhen);Columba livia (Rock Pigeon);Porphyrio porphyrio (Western Swamphen);Psittacula krameri (Rose-ringed Parakeet);Threskiornis melanocephalus (Black-headed Ibis);Egretta garzetta (Little Egret),EOD – eBird Observation Dataset,1.0,gbif-2026-09
banhalli-lake,0,0,0,0,,,0,,,,gbif-2026-09
bannamangala-n-kere,0,0,0,0,,,0,,,,gbif-2026-09
bannerghatta-lake,0,0,0,0,,,0,,,,gbif-2026-09
bannerghatta-lake-2,0,0,0,0,,,0,,,,gbif-2026-09
bannerughatta-kavalu-kunte,4,4,1,1,2016,2021,0,Cinnyris asiaticus (Purple Sunbird),iNaturalist Research-grade Observations,0.0,gbif-2026-09
bannerughatta-kunte,0,0,0,0,,,0,,,,gbif-2026-09
bannerughatta-kunte2,0,0,0,0,,,0,,,,gbif-2026-09
baradi-kere,0,0,0,0,,,0,,,,gbif-2026-09
bariga-mudinahalli-kunte,1,1,1,1,2024,2024,1,Psittacula krameri (Rose-ringed Parakeet),iNaturalist Research-grade Observations,0.0,gbif-2026-09
basammanahalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
basapura-kunte,0,0,0,0,,,0,,,,gbif-2026-09
basavanagar-lake,43,40,41,38,2022,2026,43,Egretta garzetta (Little Egret);Phalacrocorax carbo (Great Cormorant);Acridotheres fuscus (Jungle Myna);Acridotheres tristis (Common Myna);Amaurornis phoenicurus (White-breasted Waterhen);Anas poecilorhyncha (Spot-billed duck);Anhinga melanogaster (Oriental Darter);Apus affinis (Little Swift);Ardea cinerea (Gray Heron);Ardeola grayii (Indian Pond-Heron),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.907,gbif-2026-09
basavanapalya-lake,0,0,0,0,,,0,,,,gbif-2026-09
basavanapura-kere,45,31,45,31,2022,2022,45,Acridotheres tristis (Common Myna);Ardea alba (Great Egret);Ardea cinerea (Gray Heron);Ardeola grayii (Indian Pond-Heron);Columba livia (Rock Pigeon);Eudynamys scolopaceus (Asian Koel);Haliastur indus (Brahminy Kite);Merops orientalis (Green Bee-eater);Microcarbo niger (Little Cormorant);Milvus migrans (Black Kite),EOD – eBird Observation Dataset,1.0,gbif-2026-09
basavanapura-kere-2,97,42,90,35,2023,2025,97,Halcyon smyrnensis (White-throated Kingfisher);Acridotheres tristis (Common Myna);Acrocephalus dumetorum (Blyth's Reed Warbler);Ardea purpurea (Purple Heron);Ardeola grayii (Indian Pond-Heron);Columba livia (Rock Pigeon);Egretta garzetta (Little Egret);Egretta intermedia (Intermediate egret);Haliastur indus (Brahminy Kite);Leptocoma zeylonica (Purple-rumped Sunbird),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.928,gbif-2026-09
basavanapura-kunte1,23,22,23,22,2022,2022,23,Acridotheres fuscus (Jungle Myna);Acridotheres tristis (Common Myna);Acrocephalus dumetorum (Blyth's Reed Warbler);Amaurornis phoenicurus (White-breasted Waterhen);Ardeola grayii (Indian Pond-Heron);Cinnyris asiaticus (Purple Sunbird);Columba livia (Rock Pigeon);Corvus macrorhynchos (Large-billed Crow);Dicaeum erythrorhynchos (Pale-billed Flowerpecker);Dicrurus macrocercus (Black Drongo),EOD – eBird Observation Dataset,1.0,gbif-2026-09
basavanapura-lake,0,0,0,0,,,0,,,,gbif-2026-09
bashettihalli-kere,196,81,195,80,2018,2023,104,Ardeola grayii (Indian Pond-Heron);Cecropis daurica (Eastern Red-rumped Swallow);Milvus migrans (Black Kite);Prinia socialis (Ashy Prinia);Acridotheres fuscus (Jungle Myna);Acridotheres tristis (Common Myna);Columba livia (Rock Pigeon);Copsychus saularis (Oriental Magpie-Robin);Dicrurus macrocercus (Black Drongo);Eudynamys scolopaceus (Asian Koel),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.995,gbif-2026-09
bavikere-kere,0,0,0,0,,,0,,,,gbif-2026-09
bayappanahalli-lake,0,0,0,0,,,0,,,,gbif-2026-09
beemanakuppe-kunte1,1,1,0,0,2024,2024,1,,iNaturalist Research-grade Observations,0.0,gbif-2026-09
beesegowdan-a-katte,0,0,0,0,,,0,,,,gbif-2026-09
begihalli-govt-kere,0,0,0,0,,,0,,,,gbif-2026-09
begihalli-kunte1,0,0,0,0,,,0,,,,gbif-2026-09
begihalli-kunte2,0,0,0,0,,,0,,,,gbif-2026-09
begur-kere,0,0,0,0,,,0,,,,gbif-2026-09
begur-kunte-1,0,0,0,0,,,0,,,,gbif-2026-09
begur-kunte2,1,1,1,1,2023,2023,1,Pelecanus philippensis (Spot-billed Pelican),iNaturalist Research-grade Observations,0.0,gbif-2026-09
begur-kunte3,0,0,0,0,,,0,,,,gbif-2026-09
begur-kunte4,20,19,20,19,2019,2019,0,Amandava amandava (Red Avadavat);Ardea purpurea (Purple Heron);Columba livia (Rock Pigeon);Corvus splendens (House Crow);Dicrurus macrocercus (Black Drongo);Halcyon smyrnensis (White-throated Kingfisher);Hirundo rustica (Barn Swallow);Iduna caligata (Booted Warbler);Leptocoma zeylonica (Purple-rumped Sunbird);Lonchura punctulata (Scaly-breasted Munia),EOD – eBird Observation Dataset,1.0,gbif-2026-09
begur-kunte5,1,1,1,1,2025,2025,1,Leptocoma zeylonica (Purple-rumped Sunbird),iNaturalist Research-grade Observations,0.0,gbif-2026-09
begur-kunte6,1,1,0,0,2024,2024,1,,iNaturalist Research-grade Observations,0.0,gbif-2026-09
begur-kunte7,0,0,0,0,,,0,,,,gbif-2026-09
begur-kunte8,0,0,0,0,,,0,,,,gbif-2026-09
begur-lake,37163,229,37099,188,2012,2026,15007,Ardeola grayii (Indian Pond-Heron);Porphyrio porphyrio (Western Swamphen);Milvus migrans (Black Kite);Ardea purpurea (Purple Heron);Ardea cinerea (Gray Heron);Vanellus indicus (Red-wattled Lapwing);Egretta garzetta (Little Egret);Microcarbo niger (Little Cormorant);Prinia socialis (Ashy Prinia);Anas poecilorhyncha (Spot-billed duck),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations;India Biodiversity Portal publication grade dataset,0.987,gbif-2026-09
beguru-kere,160,59,160,59,2021,2024,112,Halcyon smyrnensis (White-throated Kingfisher);Haliastur indus (Brahminy Kite);Milvus migrans (Black Kite);Acridotheres tristis (Common Myna);Ardeola grayii (Indian Pond-Heron);Columba livia (Rock Pigeon);Egretta garzetta (Little Egret);Psittacula krameri (Rose-ringed Parakeet);Centropus sinensis (Greater Coucal);Corvus macrorhynchos (Large-billed Crow),EOD – eBird Observation Dataset,1.0,gbif-2026-09
belalu-kere,2,2,0,0,2024,2025,2,,iNaturalist Research-grade Observations,0.0,gbif-2026-09
belathuru-kunte,3,3,3,3,2023,2023,3,Cinnyris asiaticus (Purple Sunbird);Copsychus saularis (Oriental Magpie-Robin);Leptocoma zeylonica (Purple-rumped Sunbird),EOD – eBird Observation Dataset,1.0,gbif-2026-09
belkere-lake,0,0,0,0,,,0,,,,gbif-2026-09
bellandur-lake,1157,130,1137,112,1984,2025,532,Milvus migrans (Black Kite);Haliastur indus (Brahminy Kite);Acridotheres tristis (Common Myna);Ardeola grayii (Indian Pond-Heron);Acridotheres fuscus (Jungle Myna);Dicrurus macrocercus (Black Drongo);Centropus sinensis (Greater Coucal);Circus aeruginosus (Eurasian Marsh-Harrier);Corvus splendens (House Crow);Prinia socialis (Ashy Prinia),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations;Natural History Museum Rotterdam - Specimens,0.965,gbif-2026-09
bellekanahalli-kere,240,102,126,33,2007,2026,113,Milvus migrans (Black Kite);Psittacula krameri (Rose-ringed Parakeet);Pycnonotus jocosus (Red-whiskered Bulbul);Motacilla cinerea (Gray Wagtail);Ardeola grayii (Indian Pond-Heron);Columba livia (Rock Pigeon);Eudynamys scolopaceus (Asian Koel);Haliastur indus (Brahminy Kite);Corvus macrorhynchos (Large-billed Crow);Orthotomus sutorius (Common Tailorbird),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations;India Biodiversity Portal publication grade dataset,0.504,gbif-2026-09
bellekanahalli-kunte-2,48,18,46,16,2015,2024,46,Columba livia (Rock Pigeon);Milvus migrans (Black Kite);Corvus macrorhynchos (Large-billed Crow);Acridotheres tristis (Common Myna);Apus affinis (Little Swift);Haliastur indus (Brahminy Kite);Psilopogon viridis (White-cheeked Barbet);Pycnonotus jocosus (Red-whiskered Bulbul);Orthotomus sutorius (Common Tailorbird);Acridotheres fuscus (Jungle Myna),EOD – eBird Observation Dataset;India Biodiversity Portal publication grade dataset,0.958,gbif-2026-09
bellekanahalli-kunte1,1,1,1,1,2024,2024,1,Milvus migrans (Black Kite),EOD – eBird Observation Dataset,1.0,gbif-2026-09
bellihalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
belur-kunte,0,0,0,0,,,0,,,,gbif-2026-09
belur-nagasandra-kunte,0,0,0,0,,,0,,,,gbif-2026-09
benachikal-lake,217,54,217,54,2020,2024,28,Prinia socialis (Ashy Prinia);Psittacula krameri (Rose-ringed Parakeet);Acridotheres tristis (Common Myna);Corvus splendens (House Crow);Milvus migrans (Black Kite);Spilopelia chinensis (Spotted Dove);Orthotomus sutorius (Common Tailorbird);Haliastur indus (Brahminy Kite);Leptocoma zeylonica (Purple-rumped Sunbird);Lonchura punctulata (Scaly-breasted Munia),EOD – eBird Observation Dataset,1.0,gbif-2026-09
bendiganahalli-lake,0,0,0,0,,,0,,,,gbif-2026-09
benniganahalli-kunte,0,0,0,0,,,0,,,,gbif-2026-09
beratena-agrahara-lake,175,51,175,51,2018,2024,89,Fulica atra (Eurasian Coot);Milvus migrans (Black Kite);Tachybaptus ruficollis (Little Grebe);Ardeola grayii (Indian Pond-Heron);Spilopelia chinensis (Spotted Dove);Vanellus indicus (Red-wattled Lapwing);Ptyonoprogne concolor (Dusky Crag-Martin);Amaurornis phoenicurus (White-breasted Waterhen);Anas poecilorhyncha (Spot-billed duck);Halcyon smyrnensis (White-throated Kingfisher),EOD – eBird Observation Dataset,1.0,gbif-2026-09
bettadasanapura-kunte1,0,0,0,0,,,0,,,,gbif-2026-09
bettadasanapura-kunte2,0,0,0,0,,,0,,,,gbif-2026-09
bettadasanapura-kunte3,1,1,1,1,2018,2018,0,Psittacula krameri (Rose-ringed Parakeet),iNaturalist Research-grade Observations,0.0,gbif-2026-09
bettahalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
bettahalli-kere-2,0,0,0,0,,,0,,,,gbif-2026-09
bettahallikaval-lake,162,67,162,67,2019,2023,67,Dendrocitta vagabunda (Rufous Treepie);Elanus caeruleus (Black-shouldered Kite);Haliastur indus (Brahminy Kite);Circaetus gallicus (Short-toed Snake-Eagle);Cinnyris asiaticus (Purple Sunbird);Copsychus saularis (Oriental Magpie-Robin);Dicrurus macrocercus (Black Drongo);Lanius cristatus (Brown Shrike);Milvus migrans (Black Kite);Oriolus kundoo (Indian Golden Oriole),EOD – eBird Observation Dataset,1.0,gbif-2026-09
bettahalsur-kere,69,52,69,52,2023,2023,69,Acridotheres tristis (Common Myna);Apus affinis (Little Swift);Cecropis daurica (Eastern Red-rumped Swallow);Centropus sinensis (Greater Coucal);Columba livia (Rock Pigeon);Corvus macrorhynchos (Large-billed Crow);Corvus splendens (House Crow);Haliastur indus (Brahminy Kite);Leptocoma zeylonica (Purple-rumped Sunbird);Merops orientalis (Green Bee-eater),EOD – eBird Observation Dataset,1.0,gbif-2026-09
bettahalsur-kunte-1,0,0,0,0,,,0,,,,gbif-2026-09
bettahalsur-kunte-2,0,0,0,0,,,0,,,,gbif-2026-09
bettahalsur-kunte-3,0,0,0,0,,,0,,,,gbif-2026-09
bettahalsur-narayanapura-kunte-newly-created,0,0,0,0,,,0,,,,gbif-2026-09
bettakote-amani-kere,14265,216,14237,193,1990,2026,4231,Fulica atra (Eurasian Coot);Milvus migrans (Black Kite);Prinia socialis (Ashy Prinia);Porphyrio porphyrio (Western Swamphen);Egretta garzetta (Little Egret);Halcyon smyrnensis (White-throated Kingfisher);Ardeola grayii (Indian Pond-Heron);Psittacula krameri (Rose-ringed Parakeet);Tachybaptus ruficollis (Little Grebe);Haliastur indus (Brahminy Kite),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.997,gbif-2026-09
bettenahalli-lake,1,1,1,1,2026,2026,1,Sterna aurantia (River Tern),iNaturalist Research-grade Observations,0.0,gbif-2026-09
bettrayandoddi-lake,84301,313,84153,234,1992,2026,62333,Vanellus indicus (Red-wattled Lapwing);Pycnonotus cafer (Red-vented Bulbul);Prinia socialis (Ashy Prinia);Saxicola caprata (Pied Bushchat);Milvus migrans (Black Kite);Microcarbo niger (Little Cormorant);Prinia inornata (Plain Prinia);Haliastur indus (Brahminy Kite);Halcyon smyrnensis (White-throated Kingfisher);Spilopelia senegalensis (Laughing Dove),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations;India Biodiversity Portal publication grade dataset,0.994,gbif-2026-09
bhaaktarahalli-lake-2,0,0,0,0,,,0,,,,gbif-2026-09
bhadripura-lake,0,0,0,0,,,0,,,,gbif-2026-09
bhairagaudanahalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
bhairanahali-lake-1,0,0,0,0,,,0,,,,gbif-2026-09
bhairanahalli-5r,0,0,0,0,,,0,,,,gbif-2026-09
bhairanayakanahalli,0,0,0,0,,,0,,,,gbif-2026-09
bhairanayakanahallipalya,0,0,0,0,,,0,,,,gbif-2026-09
bhairapur-lake,51,38,51,38,2024,2024,51,Pavo cristatus (Indian Peafowl);Clamator jacobinus (Pied Cuckoo);Egretta garzetta (Little Egret);Halcyon smyrnensis (White-throated Kingfisher);Lanius cristatus (Brown Shrike);Lanius vittatus (Bay-backed Shrike);Leptocoma zeylonica (Purple-rumped Sunbird);Ploceus philippinus (Baya Weaver);Pycnonotus cafer (Red-vented Bulbul);Saxicola caprata (Pied Bushchat),EOD – eBird Observation Dataset,1.0,gbif-2026-09
bhairasandrapalya-lake,0,0,0,0,,,0,,,,gbif-2026-09
bhairashettihalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
bhairathi-kunte1,0,0,0,0,,,0,,,,gbif-2026-09
bhairathi-kunte2,0,0,0,0,,,0,,,,gbif-2026-09
bhairathi-kunte3,0,0,0,0,,,0,,,,gbif-2026-09
bhairathi-kunte4,0,0,0,0,,,0,,,,gbif-2026-09
bhairathikhane-kere,11,11,11,11,2019,2020,0,Anhinga melanogaster (Oriental Darter);Columba livia (Rock Pigeon);Eudynamys scolopaceus (Asian Koel);Halcyon smyrnensis (White-throated Kingfisher);Milvus migrans (Black Kite);Motacilla maderaspatensis (White-browed Wagtail);Passer domesticus (House Sparrow);Phalacrocorax carbo (Great Cormorant);Prinia socialis (Ashy Prinia);Psittacula krameri (Rose-ringed Parakeet),EOD – eBird Observation Dataset,1.0,gbif-2026-09
bhaktarahalli-kere,39,37,39,37,2023,2023,39,Acridotheres fuscus (Jungle Myna);Acridotheres tristis (Common Myna);Acrocephalus stentoreus (Clamorous Reed Warbler);Alcedo atthis (Common Kingfisher);Apus affinis (Little Swift);Ardeola grayii (Indian Pond-Heron);Centropus sinensis (Greater Coucal);Cinnyris asiaticus (Purple Sunbird);Columba livia (Rock Pigeon);Copsychus saularis (Oriental Magpie-Robin),EOD – eBird Observation Dataset,1.0,gbif-2026-09
bhaktarahalli-lake,61,39,61,39,2023,2023,61,Merops orientalis (Green Bee-eater);Cecropis daurica (Eastern Red-rumped Swallow);Pycnonotus cafer (Red-vented Bulbul);Saxicola caprata (Pied Bushchat);Vanellus indicus (Red-wattled Lapwing);Acrocephalus dumetorum (Blyth's Reed Warbler);Anthus rufulus (Paddyfield Pipit);Apus affinis (Little Swift);Ardea cinerea (Gray Heron);Dicrurus macrocercus (Black Drongo),EOD – eBird Observation Dataset,1.0,gbif-2026-09
bhaktipura-kere,0,0,0,0,,,0,,,,gbif-2026-09
bhandarapura-katte,0,0,0,0,,,0,,,,gbif-2026-09
bhandarapura-kunte-2,1,1,0,0,2021,2021,0,,Pl@ntNet automatically identified occurrences,0.0,gbif-2026-09
bhandarapura-kunte1,0,0,0,0,,,0,,,,gbif-2026-09
bhattarahalli-kere,363,55,362,54,2015,2026,278,Milvus migrans (Black Kite);Acridotheres tristis (Common Myna);Ardeola grayii (Indian Pond-Heron);Columba livia (Rock Pigeon);Eudynamys scolopaceus (Asian Koel);Microcarbo niger (Little Cormorant);Motacilla maderaspatensis (White-browed Wagtail);Spilopelia chinensis (Spotted Dove);Halcyon smyrnensis (White-throated Kingfisher);Hirundo rustica (Barn Swallow),EOD – eBird Observation Dataset;Pl@ntNet automatically identified occurrences;iNaturalist Research-grade Observations,0.994,gbif-2026-09
bhattarahalli-kunte,0,0,0,0,,,0,,,,gbif-2026-09
bheemanakuppe-hosakere,1527,127,1524,125,1992,2026,893,Acridotheres tristis (Common Myna);Vanellus indicus (Red-wattled Lapwing);Prinia socialis (Ashy Prinia);Haliastur indus (Brahminy Kite);Microcarbo niger (Little Cormorant);Milvus migrans (Black Kite);Psittacula krameri (Rose-ringed Parakeet);Tachybaptus ruficollis (Little Grebe);Columba livia (Rock Pigeon);Leptocoma zeylonica (Purple-rumped Sunbird),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.991,gbif-2026-09
