id,records,species,birdRecords,birdSpecies,firstYear,lastYear,recordsLast5Years,topBirds,datasets,ebirdShare,source
doddanekkudi-kunte5,1,1,0,0,2021,2021,0,,iNaturalist Research-grade Observations,0.0,gbif-2026-09
doddanekundi-kere,126957,324,126735,203,2014,2026,97876,Milvus migrans (Black Kite);Dicrurus macrocercus (Black Drongo);Psittacula krameri (Rose-ringed Parakeet);Prinia socialis (Ashy Prinia);Acridotheres tristis (Common Myna);Ardeola grayii (Indian Pond-Heron);Haliastur indus (Brahminy Kite);Spilopelia chinensis (Spotted Dove);Columba livia (Rock Pigeon);Psilopogon viridis (White-cheeked Barbet),"EOD – eBird Observation Dataset;iNaturalist Research-grade Observations;Observation.org, Nature data from around the World",0.997,gbif-2026-09
doddanekundi-kere1,2,2,1,1,2019,2025,1,Acridotheres tristis (Common Myna),iNaturalist Research-grade Observations,0.0,gbif-2026-09
doddanekundi-kunte,4561,111,4556,107,2014,2026,3360,Tachybaptus ruficollis (Little Grebe);Ardeola grayii (Indian Pond-Heron);Fulica atra (Eurasian Coot);Haliastur indus (Brahminy Kite);Milvus migrans (Black Kite);Prinia socialis (Ashy Prinia);Microcarbo niger (Little Cormorant);Phalacrocorax carbo (Great Cormorant);Dicrurus macrocercus (Black Drongo);Egretta garzetta (Little Egret),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations;India Biodiversity Portal publication grade dataset,0.991,gbif-2026-09
doddastadamaradapala-kere,46,44,46,44,2024,2024,46,Acridotheres fuscus (Jungle Myna);Acridotheres tristis (Common Myna);Acrocephalus dumetorum (Blyth's Reed Warbler);Actitis hypoleucos (Common Sandpiper);Alcedo atthis (Common Kingfisher);Apus affinis (Little Swift);Ardea alba (Great Egret);Ardea cinerea (Gray Heron);Ardeola grayii (Indian Pond-Heron);Centropus sinensis (Greater Coucal),EOD – eBird Observation Dataset,1.0,gbif-2026-09
doddatogur-kunte-1,0,0,0,0,,,0,,,,gbif-2026-09
doddatogur-kunte-2,0,0,0,0,,,0,,,,gbif-2026-09
doddatogur-lake,204,55,204,55,2012,2024,129,Ardeola grayii (Indian Pond-Heron);Milvus migrans (Black Kite);Porphyrio porphyrio (Western Swamphen);Egretta garzetta (Little Egret);Acridotheres tristis (Common Myna);Anas poecilorhyncha (Spot-billed duck);Columba livia (Rock Pigeon);Corvus splendens (House Crow);Tachybaptus ruficollis (Little Grebe);Fulica atra (Eurasian Coot),EOD – eBird Observation Dataset,1.0,gbif-2026-09
doddebele-kere,786,87,786,87,2011,2024,397,Ardea purpurea (Purple Heron);Microcarbo niger (Little Cormorant);Egretta garzetta (Little Egret);Milvus migrans (Black Kite);Porphyrio porphyrio (Western Swamphen);Ardeola grayii (Indian Pond-Heron);Haliastur indus (Brahminy Kite);Acridotheres tristis (Common Myna);Leptocoma zeylonica (Purple-rumped Sunbird);Prinia socialis (Ashy Prinia),EOD – eBird Observation Dataset,1.0,gbif-2026-09
doddenahalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
doddenahalli-kunte,0,0,0,0,,,0,,,,gbif-2026-09
dodderi-kere,0,0,0,0,,,0,,,,gbif-2026-09
dodderi-kere-2,0,0,0,0,,,0,,,,gbif-2026-09
dodderi-kere-2-2,0,0,0,0,,,0,,,,gbif-2026-09
dodderi-kere-se,0,0,0,0,,,0,,,,gbif-2026-09
dodderi-kere-sw,0,0,0,0,,,0,,,,gbif-2026-09
dodkunte-kunte1,35,29,33,27,2018,2024,8,Pycnonotus jocosus (Red-whiskered Bulbul);Eudynamys scolopaceus (Asian Koel);Orthotomus sutorius (Common Tailorbird);Psilopogon viridis (White-cheeked Barbet);Psittacula krameri (Rose-ringed Parakeet);Amaurornis phoenicurus (White-breasted Waterhen);Ardea cinerea (Gray Heron);Ardea purpurea (Purple Heron);Ardeola grayii (Indian Pond-Heron);Cinnyris asiaticus (Purple Sunbird),EOD – eBird Observation Dataset;Pl@ntNet automatically identified occurrences;iNaturalist Research-grade Observations,0.943,gbif-2026-09
dodkunte-kunte2,0,0,0,0,,,0,,,,gbif-2026-09
dodkunte-kunte3,9,8,6,5,2023,2024,9,Corvus splendens (House Crow);Eudynamys scolopaceus (Asian Koel);Milvus migrans (Black Kite);Orthotomus sutorius (Common Tailorbird);Psilopogon viridis (White-cheeked Barbet),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.667,gbif-2026-09
dodkunte-kunte4,3,3,0,0,2021,2025,1,,iNaturalist Research-grade Observations,0.0,gbif-2026-09
dodmaranhalli-lake,0,0,0,0,,,0,,,,gbif-2026-09
dokkanahalli-kunte,1,1,0,0,2024,2024,1,,iNaturalist Research-grade Observations,0.0,gbif-2026-09
dombarahalli-kunte,0,0,0,0,,,0,,,,gbif-2026-09
domluru-kere,16,13,0,0,2008,2025,2,,International Barcode of Life project (iBOL);Pl@ntNet automatically identified occurrences;Occurrence data for native Asian tree species gathered during the APFORGIS project,0.0,gbif-2026-09
dommasandra-govt-kunte-4,0,0,0,0,,,0,,,,gbif-2026-09
dommasandra-govt-lake-2,11,7,11,7,2024,2024,11,Cinnyris asiaticus (Purple Sunbird);Columba livia (Rock Pigeon);Corvus splendens (House Crow);Milvus migrans (Black Kite);Dicrurus macrocercus (Black Drongo);Merops orientalis (Green Bee-eater);Psittacula krameri (Rose-ringed Parakeet),EOD – eBird Observation Dataset,1.0,gbif-2026-09
dommasandra-kere-s,26,26,26,26,2023,2023,26,Acridotheres tristis (Common Myna);Aegithina tiphia (Common Iora);Amaurornis phoenicurus (White-breasted Waterhen);Ardeola grayii (Indian Pond-Heron);Cecropis daurica (Eastern Red-rumped Swallow);Centropus sinensis (Greater Coucal);Cinnyris asiaticus (Purple Sunbird);Corvus macrorhynchos (Large-billed Crow);Dicaeum erythrorhynchos (Pale-billed Flowerpecker);Dicrurus macrocercus (Black Drongo),EOD – eBird Observation Dataset,1.0,gbif-2026-09
dommasandra-kunte-1,0,0,0,0,,,0,,,,gbif-2026-09
dommasandra-kunte-10,0,0,0,0,,,0,,,,gbif-2026-09
dommasandra-kunte-11,0,0,0,0,,,0,,,,gbif-2026-09
dommasandra-kunte-12,0,0,0,0,,,0,,,,gbif-2026-09
dommasandra-kunte-13,0,0,0,0,,,0,,,,gbif-2026-09
dommasandra-kunte-14,0,0,0,0,,,0,,,,gbif-2026-09
dommasandra-kunte-15,0,0,0,0,,,0,,,,gbif-2026-09
dommasandra-kunte-2,0,0,0,0,,,0,,,,gbif-2026-09
dommasandra-kunte-5,0,0,0,0,,,0,,,,gbif-2026-09
dommasandra-kunte-6,0,0,0,0,,,0,,,,gbif-2026-09
dommasandra-kunte-7,0,0,0,0,,,0,,,,gbif-2026-09
dommasandra-kunte-8,0,0,0,0,,,0,,,,gbif-2026-09
dommasandra-kunte-9,0,0,0,0,,,0,,,,gbif-2026-09
donenahalli-kere-lower,0,0,0,0,,,0,,,,gbif-2026-09
donenahalli-kere-upper,0,0,0,0,,,0,,,,gbif-2026-09
doraikere,13125,155,13100,132,1996,2026,9814,Milvus migrans (Black Kite);Ardeola grayii (Indian Pond-Heron);Columba livia (Rock Pigeon);Corvus macrorhynchos (Large-billed Crow);Phalacrocorax carbo (Great Cormorant);Egretta garzetta (Little Egret);Eudynamys scolopaceus (Asian Koel);Acridotheres tristis (Common Myna);Ardea cinerea (Gray Heron);Orthotomus sutorius (Common Tailorbird),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations;India Biodiversity Portal publication grade dataset,0.989,gbif-2026-09
dummy,0,0,0,0,,,0,,,,gbif-2026-09
dummy-2,0,0,0,0,,,0,,,,gbif-2026-09
dyavasandra-lake,1463,106,1461,104,2011,2024,26,Porphyrio porphyrio (Western Swamphen);Vanellus indicus (Red-wattled Lapwing);Ardeola grayii (Indian Pond-Heron);Ardea purpurea (Purple Heron);Acridotheres tristis (Common Myna);Halcyon smyrnensis (White-throated Kingfisher);Milvus migrans (Black Kite);Dicrurus macrocercus (Black Drongo);Psittacula krameri (Rose-ringed Parakeet);Hydrophasianus chirurgus (Pheasant-tailed Jacana),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.995,gbif-2026-09
dyavasandra-lake-2,0,0,0,0,,,0,,,,gbif-2026-09
earannana-kunte,0,0,0,0,,,0,,,,gbif-2026-09
ejipura-kunte,0,0,0,0,,,0,,,,gbif-2026-09
elenahalli-lake,695,73,694,72,2013,2024,129,Microcarbo niger (Little Cormorant);Tachybaptus ruficollis (Little Grebe);Ardeola grayii (Indian Pond-Heron);Milvus migrans (Black Kite);Acridotheres tristis (Common Myna);Psittacula krameri (Rose-ringed Parakeet);Haliastur indus (Brahminy Kite);Orthotomus sutorius (Common Tailorbird);Porphyrio porphyrio (Western Swamphen);Prinia socialis (Ashy Prinia),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.999,gbif-2026-09
ettakodi-lake,21,21,21,21,2023,2023,21,Acridotheres fuscus (Jungle Myna);Acridotheres tristis (Common Myna);Alcedo atthis (Common Kingfisher);Amaurornis phoenicurus (White-breasted Waterhen);Ardeola grayii (Indian Pond-Heron);Centropus sinensis (Greater Coucal);Copsychus saularis (Oriental Magpie-Robin);Corvus macrorhynchos (Large-billed Crow);Dicrurus macrocercus (Black Drongo);Egretta garzetta (Little Egret),EOD – eBird Observation Dataset,1.0,gbif-2026-09
ettakodi-lake-2,0,0,0,0,,,0,,,,gbif-2026-09
gabburu-lower-tank,0,0,0,0,,,0,,,,gbif-2026-09
gaddam-bachchahalli-kere,12,12,12,12,2020,2020,0,Anas poecilorhyncha (Spot-billed duck);Apus affinis (Little Swift);Egretta intermedia (Intermediate egret);Lonchura punctulata (Scaly-breasted Munia);Merops orientalis (Green Bee-eater);Milvus migrans (Black Kite);Orthotomus sutorius (Common Tailorbird);Prinia inornata (Plain Prinia);Psittacula krameri (Rose-ringed Parakeet);Saxicola caprata (Pied Bushchat),EOD – eBird Observation Dataset,1.0,gbif-2026-09
gadenahali-lake,0,0,0,0,,,0,,,,gbif-2026-09
gadenahalli-lake,0,0,0,0,,,0,,,,gbif-2026-09
gadigarapalya-kere,0,0,0,0,,,0,,,,gbif-2026-09
gadipalya-lake,0,0,0,0,,,0,,,,gbif-2026-09
gadipalya-lake-2,86,58,86,58,2023,2024,86,Milvus migrans (Black Kite);Acridotheres tristis (Common Myna);Ardeola grayii (Indian Pond-Heron);Dicrurus macrocercus (Black Drongo);Psittacula krameri (Rose-ringed Parakeet);Vanellus indicus (Red-wattled Lapwing);Acrocephalus dumetorum (Blyth's Reed Warbler);Amaurornis phoenicurus (White-breasted Waterhen);Anhinga melanogaster (Oriental Darter);Cinnyris asiaticus (Purple Sunbird),EOD – eBird Observation Dataset,1.0,gbif-2026-09
gadipalyada-halla-lake,1,1,0,0,2020,2020,0,,Pl@ntNet automatically identified occurrences,0.0,gbif-2026-09
gajagadahalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
gajagadahalli-lake,0,0,0,0,,,0,,,,gbif-2026-09
galibilikote-lake,0,0,0,0,,,0,,,,gbif-2026-09
ganadalu-lake,0,0,0,0,,,0,,,,gbif-2026-09
ganakallu-kere,0,0,0,0,,,0,,,,gbif-2026-09
ganapathihalli-kere,173,59,173,59,2023,2023,173,Acridotheres fuscus (Jungle Myna);Acridotheres tristis (Common Myna);Ardeola grayii (Indian Pond-Heron);Cinnyris asiaticus (Purple Sunbird);Corvus macrorhynchos (Large-billed Crow);Microcarbo niger (Little Cormorant);Psittacula krameri (Rose-ringed Parakeet);Pycnonotus jocosus (Red-whiskered Bulbul);Pycnonotus luteolus (White-browed Bulbul);Tachybaptus ruficollis (Little Grebe),EOD – eBird Observation Dataset,1.0,gbif-2026-09
ganapathihalli-lake,68,55,68,55,2014,2024,67,Acridotheres tristis (Common Myna);Alcedo atthis (Common Kingfisher);Ardeola grayii (Indian Pond-Heron);Egretta garzetta (Little Egret);Euodice malabarica (Indian Silverbill);Halcyon smyrnensis (White-throated Kingfisher);Haliastur indus (Brahminy Kite);Lonchura punctulata (Scaly-breasted Munia);Prinia socialis (Ashy Prinia);Psittacula krameri (Rose-ringed Parakeet),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.985,gbif-2026-09
gandaragolipura-kere,0,0,0,0,,,0,,,,gbif-2026-09
gandarajapura-kere,0,0,0,0,,,0,,,,gbif-2026-09
gandhigram-lower,0,0,0,0,,,0,,,,gbif-2026-09
gandhinagar-lake,0,0,0,0,,,0,,,,gbif-2026-09
gandigram-n,0,0,0,0,,,0,,,,gbif-2026-09
gangasandra-kere,1,1,0,0,2017,2017,0,,India Biodiversity Portal publication grade dataset,0.0,gbif-2026-09
gangasandra-kunte,0,0,0,0,,,0,,,,gbif-2026-09
gangavara-lake,0,0,0,0,,,0,,,,gbif-2026-09
gangenahalli-lake,0,0,0,0,,,0,,,,gbif-2026-09
gangondanahalli-kere,434,64,434,64,2009,2024,89,Ardeola grayii (Indian Pond-Heron);Milvus migrans (Black Kite);Ardea cinerea (Gray Heron);Pelecanus philippensis (Spot-billed Pelican);Haliastur indus (Brahminy Kite);Anas poecilorhyncha (Spot-billed duck);Egretta garzetta (Little Egret);Phalacrocorax carbo (Great Cormorant);Corvus splendens (House Crow);Egretta intermedia (Intermediate egret),EOD – eBird Observation Dataset,1.0,gbif-2026-09
gangondanahalli-kunte,2,2,0,0,2015,2025,1,,iNaturalist Research-grade Observations;India Biodiversity Portal publication grade dataset,0.0,gbif-2026-09
gangondanahalli-kunte1,0,0,0,0,,,0,,,,gbif-2026-09
gangondanahalli-kunte2,0,0,0,0,,,0,,,,gbif-2026-09
gangondanahalli-kunte3,0,0,0,0,,,0,,,,gbif-2026-09
gangondanahalli-lake,0,0,0,0,,,0,,,,gbif-2026-09
ganigarahalli-kere,1,1,0,0,2025,2025,1,,iNaturalist Research-grade Observations,0.0,gbif-2026-09
gantiganahalli-kere,2456,135,2446,126,1977,2025,657,Acridotheres tristis (Common Myna);Milvus migrans (Black Kite);Spilopelia chinensis (Spotted Dove);Psittacula krameri (Rose-ringed Parakeet);Prinia socialis (Ashy Prinia);Saxicoloides fulicatus;Merops orientalis (Green Bee-eater);Vanellus indicus (Red-wattled Lapwing);Pycnonotus jocosus (Red-whiskered Bulbul);Pycnonotus cafer (Red-vented Bulbul),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations;Pl@ntNet observations,0.995,gbif-2026-09
gantiganahalli-kunte-1,0,0,0,0,,,0,,,,gbif-2026-09
gantiganahalli-kunte-2,0,0,0,0,,,0,,,,gbif-2026-09
gantiganahalli-kunte-3,0,0,0,0,,,0,,,,gbif-2026-09
gantiganahalli-kunte-4,0,0,0,0,,,0,,,,gbif-2026-09
gantiganahalli-kunte-5,0,0,0,0,,,0,,,,gbif-2026-09
garudacharpalya-lake,0,0,0,0,,,0,,,,gbif-2026-09
garvebhavipalya-lake,33,11,33,11,2017,2020,0,Columba livia (Rock Pigeon);Hirundo rustica (Barn Swallow);Milvus migrans (Black Kite);Acridotheres tristis (Common Myna);Centropus sinensis (Greater Coucal);Acridotheres fuscus (Jungle Myna);Ardeola grayii (Indian Pond-Heron);Corvus splendens (House Crow);Passer domesticus (House Sparrow);Prinia socialis (Ashy Prinia),EOD – eBird Observation Dataset,1.0,gbif-2026-09
gattihalli-govt-lake,166,68,157,59,2018,2026,57,Haliastur indus (Brahminy Kite);Merops orientalis (Green Bee-eater);Microcarbo niger (Little Cormorant);Psittacula krameri (Rose-ringed Parakeet);Acridotheres tristis (Common Myna);Anas poecilorhyncha (Spot-billed duck);Ardea purpurea (Purple Heron);Ardeola grayii (Indian Pond-Heron);Dicrurus macrocercus (Black Drongo);Leptocoma zeylonica (Purple-rumped Sunbird),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.934,gbif-2026-09
gattihalli-kunte-1,0,0,0,0,,,0,,,,gbif-2026-09
gattihalli-kunte-2,0,0,0,0,,,0,,,,gbif-2026-09
gavipura-kunte-1,1,1,1,1,2022,2022,1,Centropus sinensis (Greater Coucal),iNaturalist Research-grade Observations,0.0,gbif-2026-09
gavipura-kunte-2,0,0,0,0,,,0,,,,gbif-2026-09
gavipura-lake,0,0,0,0,,,0,,,,gbif-2026-09
geddalahalli-kunte,0,0,0,0,,,0,,,,gbif-2026-09
geddalahalli-lake,49,38,21,12,2013,2025,3,Pycnonotus jocosus (Red-whiskered Bulbul);Acridotheres tristis (Common Myna);Corvus macrorhynchos (Large-billed Crow);Corvus splendens (House Crow);Leptocoma zeylonica (Purple-rumped Sunbird);Milvus migrans (Black Kite);Cinnyris asiaticus (Purple Sunbird);Columba livia (Rock Pigeon);Motacilla maderaspatensis (White-browed Wagtail);Parus cinereus (Cinereous Tit),iNaturalist Research-grade Observations;EOD – eBird Observation Dataset;Birda - Global Observation Dataset,0.265,gbif-2026-09
giddanahalli-lake,328,73,328,73,2020,2024,129,Acridotheres tristis (Common Myna);Anthus rufulus (Paddyfield Pipit);Centropus sinensis (Greater Coucal);Egretta garzetta (Little Egret);Leptocoma zeylonica (Purple-rumped Sunbird);Merops orientalis (Green Bee-eater);Orthotomus sutorius (Common Tailorbird);Prinia socialis (Ashy Prinia);Psilopogon viridis (White-cheeked Barbet);Pycnonotus cafer (Red-vented Bulbul),EOD – eBird Observation Dataset,1.0,gbif-2026-09
giddatapura-lake,0,0,0,0,,,0,,,,gbif-2026-09
giddenahalli-lake,0,0,0,0,,,0,,,,gbif-2026-09
giddenahalli-lake-2,0,0,0,0,,,0,,,,gbif-2026-09
giddlahallipura-kere,0,0,0,0,,,0,,,,gbif-2026-09
girupalya-kere,7,7,6,6,1992,2022,1,Actitis hypoleucos (Common Sandpiper);Egretta garzetta (Little Egret);Halcyon smyrnensis (White-throated Kingfisher);Sterna aurantia (River Tern);Tringa glareola (Wood Sandpiper);Vanellus indicus (Red-wattled Lapwing),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.857,gbif-2026-09
gollahalli-govt-lake,446,89,438,82,2015,2024,189,Porphyrio porphyrio (Western Swamphen);Ardeola grayii (Indian Pond-Heron);Tachybaptus ruficollis (Little Grebe);Fulica atra (Eurasian Coot);Milvus migrans (Black Kite);Anas poecilorhyncha (Spot-billed duck);Prinia socialis (Ashy Prinia);Columba livia (Rock Pigeon);Gallinula chloropus (Eurasian Moorhen);Microcarbo niger (Little Cormorant),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations;Pl@ntNet automatically identified occurrences,0.924,gbif-2026-09
gollahalli-kere,1,1,0,0,2021,2021,0,,Pl@ntNet automatically identified occurrences,0.0,gbif-2026-09
gollahalli-kunte,0,0,0,0,,,0,,,,gbif-2026-09
gollahalli-kunte-2,0,0,0,0,,,0,,,,gbif-2026-09
gollapura3r,0,0,0,0,,,0,,,,gbif-2026-09
gollarapalya-kere,0,0,0,0,,,0,,,,gbif-2026-09
gollarapalya-lake,89,42,89,42,2020,2023,84,Acridotheres tristis (Common Myna);Ardeola grayii (Indian Pond-Heron);Acrocephalus agricola (Paddyfield Warbler);Alcedo atthis (Common Kingfisher);Amandava amandava (Red Avadavat);Ardea purpurea (Purple Heron);Centropus sinensis (Greater Coucal);Cinnyris asiaticus (Purple Sunbird);Columba livia (Rock Pigeon);Copsychus saularis (Oriental Magpie-Robin),EOD – eBird Observation Dataset,1.0,gbif-2026-09
gonakanahalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
gongadipura-kere,14,14,14,14,2025,2025,14,Acridotheres tristis (Common Myna);Ardeola grayii (Indian Pond-Heron);Copsychus saularis (Oriental Magpie-Robin);Fulica atra (Eurasian Coot);Halcyon smyrnensis (White-throated Kingfisher);Haliastur indus (Brahminy Kite);Merops orientalis (Green Bee-eater);Milvus migrans (Black Kite);Ocyceros birostris (Indian Gray Hornbill);Pastor roseus (Rosy Starling),Birda - Global Observation Dataset,0.0,gbif-2026-09
gongadipura-kunte,0,0,0,0,,,0,,,,gbif-2026-09
gonigatpura-lake,0,0,0,0,,,0,,,,gbif-2026-09
gonigatpura-lake-2,8,8,8,8,2024,2024,8,Alcedo atthis (Common Kingfisher);Ardea purpurea (Purple Heron);Ardeola grayii (Indian Pond-Heron);Chloropsis jerdoni (Jerdon's Leafbird);Egretta garzetta (Little Egret);Haliastur indus (Brahminy Kite);Microcarbo niger (Little Cormorant);Psittacula krameri (Rose-ringed Parakeet),EOD – eBird Observation Dataset,1.0,gbif-2026-09
gonigatpura-lake-3,31,28,31,28,2021,2021,0,Acridotheres tristis (Common Myna);Amaurornis phoenicurus (White-breasted Waterhen);Ardea alba (Great Egret);Ardeola grayii (Indian Pond-Heron);Centropus sinensis (Greater Coucal);Coracias benghalensis (Indian Roller);Corvus splendens (House Crow);Dicaeum erythrorhynchos (Pale-billed Flowerpecker);Dicrurus macrocercus (Black Drongo);Egretta intermedia (Intermediate egret),EOD – eBird Observation Dataset,1.0,gbif-2026-09
gonipura-1,0,0,0,0,,,0,,,,gbif-2026-09
gonipura-2,1,1,0,0,2021,2021,0,,iNaturalist Research-grade Observations,0.0,gbif-2026-09
gonipura-lake,0,0,0,0,,,0,,,,gbif-2026-09
gonur-lake,0,0,0,0,,,0,,,,gbif-2026-09
gopalpura-kere,0,0,0,0,,,0,,,,gbif-2026-09
gopenahalli-lake,0,0,0,0,,,0,,,,gbif-2026-09
gopsandra-lake,0,0,0,0,,,0,,,,gbif-2026-09
goravigere-kunte1,0,0,0,0,,,0,,,,gbif-2026-09
goravigere-kunte2,0,0,0,0,,,0,,,,gbif-2026-09
goravigere-kunte3,0,0,0,0,,,0,,,,gbif-2026-09
goravigere-kunte4,0,0,0,0,,,0,,,,gbif-2026-09
gottamaranahalli-lake,1,1,0,0,2025,2025,1,,iNaturalist Research-grade Observations,0.0,gbif-2026-09
gottigere-kere,1006,92,998,84,2012,2026,403,Porphyrio porphyrio (Western Swamphen);Milvus migrans (Black Kite);Ardeola grayii (Indian Pond-Heron);Columba livia (Rock Pigeon);Acridotheres tristis (Common Myna);Prinia socialis (Ashy Prinia);Egretta garzetta (Little Egret);Ardea purpurea (Purple Heron);Pycnonotus jocosus (Red-whiskered Bulbul);Anas poecilorhyncha (Spot-billed duck),"EOD – eBird Observation Dataset;iNaturalist Research-grade Observations;Observation.org, Nature data from around the World",0.99,gbif-2026-09
gottigere-kunte1,7,7,7,7,2024,2024,7,Acridotheres fuscus (Jungle Myna);Acridotheres tristis (Common Myna);Columba livia (Rock Pigeon);Corvus splendens (House Crow);Halcyon smyrnensis (White-throated Kingfisher);Haliastur indus (Brahminy Kite);Milvus migrans (Black Kite),EOD – eBird Observation Dataset,1.0,gbif-2026-09
gottigere-kunte2,0,0,0,0,,,0,,,,gbif-2026-09
gottigere-kunte3,0,0,0,0,,,0,,,,gbif-2026-09
goudanakere,640,47,640,47,2019,2024,256,Milvus migrans (Black Kite);Columba livia (Rock Pigeon);Motacilla maderaspatensis (White-browed Wagtail);Ardeola grayii (Indian Pond-Heron);Psilopogon viridis (White-cheeked Barbet);Pycnonotus jocosus (Red-whiskered Bulbul);Prinia socialis (Ashy Prinia);Spilopelia chinensis (Spotted Dove);Orthotomus sutorius (Common Tailorbird);Dicaeum erythrorhynchos (Pale-billed Flowerpecker),EOD – eBird Observation Dataset,1.0,gbif-2026-09
govanhalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
governament-attikere,25,25,25,25,2024,2024,25,Acridotheres fuscus (Jungle Myna);Acridotheres tristis (Common Myna);Anas poecilorhyncha (Spot-billed duck);Ardeola grayii (Indian Pond-Heron);Cecropis daurica (Eastern Red-rumped Swallow);Columba livia (Rock Pigeon);Dicaeum erythrorhynchos (Pale-billed Flowerpecker);Fulica atra (Eurasian Coot);Gallinula chloropus (Eurasian Moorhen);Halcyon smyrnensis (White-throated Kingfisher),EOD – eBird Observation Dataset,1.0,gbif-2026-09
govindaehettipalya-lake,106,39,102,35,2014,2026,102,Ardeola grayii (Indian Pond-Heron);Columba livia (Rock Pigeon);Egretta garzetta (Little Egret);Fulica atra (Eurasian Coot);Microcarbo niger (Little Cormorant);Milvus migrans (Black Kite);Orthotomus sutorius (Common Tailorbird);Phalacrocorax carbo (Great Cormorant);Prinia socialis (Ashy Prinia);Tachybaptus ruficollis (Little Grebe),EOD – eBird Observation Dataset;India Biodiversity Portal publication grade dataset;iNaturalist Research-grade Observations,0.953,gbif-2026-09
govindapur-kere,0,0,0,0,,,0,,,,gbif-2026-09
govindapura-kere,0,0,0,0,,,0,,,,gbif-2026-09
govindapura-lo-kere,0,0,0,0,,,0,,,,gbif-2026-09
govt-dinnekere,0,0,0,0,,,0,,,,gbif-2026-09
govt-gulimangalada-lake,2521,149,2499,132,1992,2026,1996,Ardeola grayii (Indian Pond-Heron);Vanellus indicus (Red-wattled Lapwing);Egretta garzetta (Little Egret);Tachybaptus ruficollis (Little Grebe);Halcyon smyrnensis (White-throated Kingfisher);Milvus migrans (Black Kite);Psittacula krameri (Rose-ringed Parakeet);Acridotheres tristis (Common Myna);Anas poecilorhyncha (Spot-billed duck);Spilopelia chinensis (Spotted Dove),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.937,gbif-2026-09
govt-karabu,0,0,0,0,,,0,,,,gbif-2026-09
govt-karabu-katte,0,0,0,0,,,0,,,,gbif-2026-09
govt-katte,0,0,0,0,,,0,,,,gbif-2026-09
govt-kere,25,18,22,15,2022,2024,25,Acridotheres fuscus (Jungle Myna);Acridotheres tristis (Common Myna);Gallinula chloropus (Eurasian Moorhen);Halcyon smyrnensis (White-throated Kingfisher);Merops orientalis (Green Bee-eater);Porphyrio porphyrio (Western Swamphen);Spilopelia chinensis (Spotted Dove);Ardea purpurea (Purple Heron);Ardeola grayii (Indian Pond-Heron);Centropus sinensis (Greater Coucal),iNaturalist Research-grade Observations;EOD – eBird Observation Dataset,0.32,gbif-2026-09
govt-kere-1,0,0,0,0,,,0,,,,gbif-2026-09
govt-kere-2,2,2,0,0,2023,2023,2,,iNaturalist Research-grade Observations,0.0,gbif-2026-09
govt-lake,1,1,1,1,2024,2024,1,Alcedo atthis (Common Kingfisher),Birda - Global Observation Dataset,0.0,gbif-2026-09
govt-lake-newly-created,0,0,0,0,,,0,,,,gbif-2026-09
govt-maggekere,5,4,2,1,2022,2024,5,Fulica atra (Eurasian Coot),iNaturalist Research-grade Observations;EOD – eBird Observation Dataset,0.4,gbif-2026-09
govt-mutsandra-kere,22,22,22,22,2019,2019,0,Acridotheres tristis (Common Myna);Anthus rufulus (Paddyfield Pipit);Athene brama (Spotted Owlet);Centropus sinensis (Greater Coucal);Coracias benghalensis (Indian Roller);Dicrurus macrocercus (Black Drongo);Eudynamys scolopaceus (Asian Koel);Euodice malabarica (Indian Silverbill);Falco peregrinus (Peregrine Falcon);Halcyon smyrnensis (White-throated Kingfisher),EOD – eBird Observation Dataset,1.0,gbif-2026-09
govt-vaddakere,195,58,193,56,2023,2024,195,Egretta garzetta (Little Egret);Fulica atra (Eurasian Coot);Ardeola grayii (Indian Pond-Heron);Tachybaptus ruficollis (Little Grebe);Columba livia (Rock Pigeon);Spilopelia chinensis (Spotted Dove);Cecropis daurica (Eastern Red-rumped Swallow);Halcyon smyrnensis (White-throated Kingfisher);Microcarbo niger (Little Cormorant);Prinia socialis (Ashy Prinia),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.99,gbif-2026-09
