key,ringPixelCount,ringTreePct,ringShrubPct,ringGrassPct,ringCropPct,ringBuiltPct,ringBarePct,ringWaterPct,ringWetlandPct,insidePixelCount,insideWaterPct,insideWetlandPct,insideBuiltPct,source
degonahalli-kere,15084,4.9,0.9,8.0,77.4,7.9,0.9,0.1,0.0,436,57.6,0.0,0.0,esa-worldcover-2021
degonahalli-lower-kere,12569,15.4,9.8,1.6,67.4,4.2,1.6,0.0,0.0,158,49.4,0.0,0.0,esa-worldcover-2021
deshpande-guttahalli-lake,16487,13.9,22.9,4.9,54.6,3.6,0.0,0.0,0.0,784,0.0,0.0,0.1,esa-worldcover-2021
devaganahalli-lake,15837,22.1,14.3,5.1,55.3,2.5,0.7,0.0,0.0,658,35.4,0.0,0.0,esa-worldcover-2021
devagere-kere,14448,23.3,8.3,9.3,42.2,16.6,0.3,0.0,0.0,391,0.0,0.0,0.0,esa-worldcover-2021
devagere-kunte-2,9994,21.4,9.0,4.8,53.0,11.7,0.1,0.0,0.0,10,0.0,0.0,0.0,esa-worldcover-2021
devageri-kunte-1,10194,15.0,14.2,15.8,40.3,14.0,0.8,0.0,0.0,18,0.0,0.0,11.1,esa-worldcover-2021
devagondi-kere,16792,6.7,23.9,2.1,58.1,9.2,0.0,0.0,0.0,1029,27.0,0.0,0.3,esa-worldcover-2021
devamachehalli-lake,11366,12.8,27.7,6.8,37.0,14.3,0.2,1.3,0.0,86,0.0,0.0,0.0,esa-worldcover-2021
devanahalli-kere,25018,3.6,1.4,2.9,86.5,4.8,0.4,0.3,0.0,3373,72.8,0.0,0.4,esa-worldcover-2021
devangondi-lake,19091,5.4,33.6,1.1,51.5,8.0,0.4,0.0,0.0,1501,7.2,0.0,0.0,esa-worldcover-2021
devara-jeevanahalli-lake,14517,23.0,1.4,1.9,10.0,63.0,0.8,0.0,0.0,691,0.0,0.0,91.6,esa-worldcover-2021
devara-kere,32152,27.0,15.0,2.1,51.0,4.0,0.2,0.8,0.0,6469,89.9,0.5,0.0,esa-worldcover-2021
devarabisanahalli-kere,14629,5.9,0.3,0.6,0.8,91.4,0.7,0.2,0.0,463,86.2,0.0,0.2,esa-worldcover-2021
devarabisanahalli-kunte1,10105,3.1,0.7,1.3,1.6,87.1,6.1,0.1,0.0,13,0.0,0.0,100.0,esa-worldcover-2021
devarabisanahalli-kunte2,9914,5.7,0.4,1.9,1.4,83.5,5.5,1.6,0.0,8,0.0,0.0,100.0,esa-worldcover-2021
devarachikkanahalli-kunte,9962,10.1,1.1,1.7,4.3,81.9,0.9,0.0,0.0,8,0.0,0.0,87.5,esa-worldcover-2021
devarahalli-lake,14078,2.9,2.7,3.9,89.2,1.2,0.1,0.0,0.0,369,30.1,0.0,0.0,esa-worldcover-2021
devarakere,13227,16.2,0.5,2.3,4.9,73.8,0.8,1.4,0.0,257,43.2,0.0,20.2,esa-worldcover-2021
devasandra-kunte1,10749,8.2,0.9,1.4,0.9,87.5,0.6,0.5,0.0,48,0.0,0.0,97.9,esa-worldcover-2021
dhandithimmayyanapalya-lake,14313,7.8,7.0,0.1,84.3,0.7,0.0,0.0,0.0,425,0.0,0.0,0.0,esa-worldcover-2021
dharmambudy-lake,16606,12.9,0.0,0.1,1.0,85.8,0.2,0.0,0.0,1374,0.0,0.0,93.6,esa-worldcover-2021
dibburu-kere,16450,19.9,14.5,2.6,54.9,8.0,0.1,0.0,0.0,715,0.1,0.0,0.0,esa-worldcover-2021
dinne-soluru-kere,16935,3.1,1.0,2.2,83.8,9.4,0.4,0.1,0.0,724,4.3,0.0,0.0,esa-worldcover-2021
dinnehalli-tanda-lake,14879,1.1,6.0,1.0,86.9,4.3,0.1,0.6,0.0,223,17.9,0.0,0.0,esa-worldcover-2021
dinnepalya-lake,12529,25.6,34.4,6.4,29.6,3.8,0.0,0.1,0.0,171,81.9,0.0,0.0,esa-worldcover-2021
dobbasapete-lake,15184,13.2,1.5,5.5,28.1,47.5,4.2,0.0,0.0,537,45.1,0.0,0.6,esa-worldcover-2021
dobhi-ghat,10584,21.4,13.9,5.7,29.8,28.7,0.5,0.0,0.0,32,0.0,0.0,43.8,esa-worldcover-2021
dodbele-kere,27183,17.2,10.2,1.7,66.3,4.5,0.1,0.0,0.0,3163,1.7,0.0,0.1,esa-worldcover-2021
dodda-bettahalli,14055,9.6,3.0,8.2,16.5,60.8,1.8,0.1,0.0,345,53.9,0.0,7.5,esa-worldcover-2021
dodda-bommasandra-lake,26586,14.0,2.6,0.7,7.1,75.1,0.5,0.0,0.0,4508,0.0,0.0,0.4,esa-worldcover-2021
dodda-chimanahalli,13176,9.9,8.3,4.8,67.1,4.9,5.0,0.0,0.0,231,0.0,0.0,0.0,esa-worldcover-2021
dodda-hejjaji-lake,24950,24.4,35.0,0.5,40.0,0.1,0.0,0.0,0.0,936,0.0,0.0,0.0,esa-worldcover-2021
dodda-jala-amani-kere,38190,11.7,4.1,4.3,57.6,21.0,1.0,0.3,0.0,8906,10.7,0.0,3.7,esa-worldcover-2021
dodda-koliga-kere,15907,3.9,13.5,0.8,77.6,4.1,0.0,0.0,0.0,626,0.0,0.0,0.0,esa-worldcover-2021
dodda-nallala-kere,16148,7.7,26.1,3.5,55.9,6.6,0.3,0.0,0.0,690,4.1,0.0,0.0,esa-worldcover-2021
dodda-sagarahalli-kere,22334,7.3,4.2,3.9,75.3,6.6,1.0,1.7,0.0,1595,63.6,0.0,0.0,esa-worldcover-2021
dodda-sanne-kere,31411,14.5,6.5,7.9,52.0,16.6,2.5,0.0,0.0,5055,10.1,0.0,2.5,esa-worldcover-2021
dodda-thimmasandra-kere-s,26116,6.1,20.3,7.9,57.7,6.9,1.1,0.0,0.0,4367,0.0,0.0,0.3,esa-worldcover-2021
dodda-tumkur-kere,49615,12.3,6.7,2.2,72.3,6.5,0.1,0.0,0.0,12328,0.1,0.0,0.0,esa-worldcover-2021
dodda-vadagere-kere,24883,20.2,14.7,0.2,63.4,1.4,0.0,0.0,0.0,2658,0.0,0.0,0.0,esa-worldcover-2021
doddaballapur-kere,40726,16.5,6.5,3.3,26.9,45.3,1.3,0.2,0.0,7079,2.6,4.9,1.8,esa-worldcover-2021
doddabanahalli-kere,16386,7.0,20.1,4.1,39.3,28.7,0.9,0.0,0.0,580,0.0,0.0,0.0,esa-worldcover-2021
doddabanahalli-kere-2,15650,10.5,10.8,7.5,43.5,23.4,4.3,0.0,0.0,1044,0.0,0.0,0.3,esa-worldcover-2021
doddabanahalli-kunte1,10346,9.2,19.9,4.5,43.2,20.4,2.7,0.0,0.0,26,0.0,0.0,53.8,esa-worldcover-2021
doddabanahalli-kunte2,10503,15.7,6.3,4.8,53.9,18.1,1.1,0.0,0.0,33,0.0,0.0,6.1,esa-worldcover-2021
doddabanahalli-kunte3,10247,21.0,15.7,6.7,46.6,7.1,2.9,0.0,0.0,21,0.0,0.0,76.2,esa-worldcover-2021
doddabele-kunte1,9770,39.6,9.2,4.7,25.1,14.7,0.1,6.6,0.0,4,0.0,0.0,0.0,esa-worldcover-2021
doddabele-kunte2,10296,19.9,8.4,9.5,31.5,30.5,0.2,0.0,0.0,24,0.0,0.0,41.7,esa-worldcover-2021
doddabele-small-2r,13759,14.9,4.0,0.7,70.8,8.9,0.4,0.2,0.0,315,0.0,0.0,0.0,esa-worldcover-2021
doddabettahalli-kunte-1,10394,14.3,4.3,8.6,27.5,42.1,2.8,0.5,0.0,24,0.0,0.0,0.0,esa-worldcover-2021
doddabettahalli-kunte-2,10609,6.6,2.6,3.8,20.2,65.1,1.2,0.5,0.0,38,0.0,0.0,73.7,esa-worldcover-2021
doddabidarakallu-kunte1,11726,14.2,2.7,3.3,8.8,70.2,0.8,0.0,0.0,144,0.0,0.0,97.9,esa-worldcover-2021
doddabidarakallu-kunte10,10184,9.0,3.8,7.1,34.0,45.3,0.7,0.0,0.0,16,0.0,0.0,12.5,esa-worldcover-2021
doddabidarakallu-kunte11,10715,19.3,6.1,1.7,8.2,64.6,0.1,0.0,0.0,45,0.0,0.0,100.0,esa-worldcover-2021
doddabidarakallu-kunte2,12015,6.5,0.4,1.1,3.9,87.7,0.5,0.0,0.0,183,0.0,0.0,92.9,esa-worldcover-2021
doddabidarakallu-kunte3,10297,7.4,0.3,1.4,3.9,86.7,0.3,0.0,0.0,21,0.0,0.0,100.0,esa-worldcover-2021
doddabidarakallu-kunte4,11460,7.4,4.3,6.5,24.3,56.5,1.0,0.0,0.0,114,0.0,0.0,41.2,esa-worldcover-2021
doddabidarakallu-kunte5,10145,10.2,6.2,10.5,40.5,30.9,1.6,0.0,0.0,14,0.0,0.0,92.9,esa-worldcover-2021
doddabidarakallu-kunte6,10235,11.5,7.8,13.7,42.9,22.6,1.5,0.0,0.0,18,0.0,0.0,0.0,esa-worldcover-2021
doddabidarakallu-kunte7,10288,11.5,6.3,7.6,15.9,57.1,1.5,0.0,0.0,20,0.0,0.0,60.0,esa-worldcover-2021
doddabidarakallu-kunte8,10331,10.2,7.1,6.4,16.3,58.7,1.3,0.0,0.0,22,0.0,0.0,54.5,esa-worldcover-2021
doddabidarakallu-kunte9,10557,10.8,5.8,6.9,28.1,46.8,1.6,0.0,0.0,35,0.0,0.0,65.7,esa-worldcover-2021
doddabidarakallu-lake,19263,20.9,6.3,2.2,7.8,62.3,0.5,0.0,0.0,1426,0.0,0.0,0.0,esa-worldcover-2021
doddabommasandra-kunte-1,10270,48.0,3.2,1.1,5.8,41.6,0.3,0.0,0.0,21,0.0,0.0,0.0,esa-worldcover-2021
doddabommasandra-kunte-2,10508,48.5,1.9,1.9,5.6,41.9,0.3,0.0,0.0,32,0.0,0.0,0.0,esa-worldcover-2021
doddadunnasandra-lake,21550,4.4,11.9,5.6,60.3,15.9,1.8,0.1,0.0,1376,68.9,0.0,0.7,esa-worldcover-2021
doddaganahalli-lake,24982,2.9,8.7,1.4,84.9,1.8,0.3,0.0,0.0,4626,0.0,0.0,0.0,esa-worldcover-2021
doddaghataginebbe-lake,17014,7.1,9.6,4.2,68.5,10.3,0.3,0.0,0.0,643,0.8,0.0,0.0,esa-worldcover-2021
doddagubbi-kere,24506,22.9,15.3,2.7,31.1,27.4,0.6,0.1,0.0,3306,0.0,0.0,0.0,esa-worldcover-2021
doddagubbi-kunte1,10841,33.6,8.6,2.9,20.8,27.3,6.7,0.0,0.0,58,0.0,0.0,10.3,esa-worldcover-2021
doddagubbi-kunte2,10660,24.0,8.8,0.9,44.3,21.2,0.9,0.0,0.0,42,0.0,0.0,0.0,esa-worldcover-2021
doddakallasandra-katte,10896,14.5,10.8,6.8,15.8,51.9,0.2,0.0,0.0,58,0.0,0.0,1.7,esa-worldcover-2021
doddakallasandra-lake,15570,14.7,4.4,2.6,6.8,71.0,0.4,0.1,0.0,622,10.6,0.0,0.0,esa-worldcover-2021
doddakannalli-kunte1,10294,5.4,0.6,1.7,2.2,89.6,0.4,0.0,0.0,24,0.0,0.0,91.7,esa-worldcover-2021
doddakannalli-kunte2,10097,5.7,5.8,5.8,11.0,69.1,2.6,0.0,0.0,14,0.0,0.0,100.0,esa-worldcover-2021
doddakannalli-kunte3,10219,19.7,7.8,3.8,10.1,57.0,1.6,0.0,0.0,19,0.0,0.0,100.0,esa-worldcover-2021
doddakannalli-kunte4,9875,9.3,3.4,4.5,8.8,71.8,1.9,0.4,0.0,6,0.0,0.0,0.0,esa-worldcover-2021
doddakannalli-kunte5,9862,13.6,4.4,3.3,8.9,67.8,1.7,0.3,0.0,6,0.0,0.0,66.7,esa-worldcover-2021
doddakannalli-kunte6,10074,17.4,3.5,1.9,9.5,65.6,1.9,0.1,0.0,12,0.0,0.0,91.7,esa-worldcover-2021
doddakannalli-kunte7,10466,13.8,5.9,2.9,7.8,65.4,1.0,3.3,0.0,28,0.0,0.0,100.0,esa-worldcover-2021
doddakanneli-gramadakere,17264,21.9,5.3,3.1,7.7,59.7,1.3,1.0,0.0,900,43.4,0.0,0.0,esa-worldcover-2021
doddakarenahalli-kere,15075,23.1,15.4,0.7,56.4,3.9,0.1,0.4,0.0,554,87.0,0.0,0.0,esa-worldcover-2021
doddakodlu,22128,28.7,10.3,5.2,15.7,37.6,1.9,0.6,0.0,1668,5.2,5.1,0.1,esa-worldcover-2021
doddakunte-rudrabhomi-kunte,9921,26.0,2.1,6.8,0.7,61.2,3.2,0.0,0.0,6,0.0,0.0,50.0,esa-worldcover-2021
doddanagamanagala-lake,24217,20.5,7.9,9.6,18.0,43.5,0.6,0.0,0.0,3436,62.5,12.6,0.2,esa-worldcover-2021
doddanagamangala-kunte1,9870,8.0,7.8,15.2,34.4,33.7,0.9,0.0,0.0,6,0.0,0.0,50.0,esa-worldcover-2021
doddanagamangala-kunte2,9769,5.9,3.5,12.8,25.3,51.0,1.5,0.0,0.0,3,0.0,0.0,33.3,esa-worldcover-2021
doddanagamangala-kunte3,10389,13.7,4.9,3.5,12.2,65.3,0.5,0.0,0.0,28,0.0,0.0,82.1,esa-worldcover-2021
doddanekkudi-kunte1,10413,28.2,2.6,2.3,5.6,58.2,3.2,0.0,0.0,28,0.0,0.0,0.0,esa-worldcover-2021
doddanekkudi-kunte2,10351,8.3,2.3,1.3,0.7,80.4,7.1,0.0,0.0,22,0.0,0.0,100.0,esa-worldcover-2021
doddanekkudi-kunte3,11559,10.3,2.3,1.2,0.8,79.1,6.4,0.0,0.0,128,0.0,0.0,100.0,esa-worldcover-2021
doddanekkudi-kunte4,10401,43.6,2.7,1.3,3.0,47.3,2.1,0.0,0.0,28,0.0,0.0,0.0,esa-worldcover-2021
doddanekkudi-kunte5,10269,8.9,2.4,1.6,2.5,84.1,0.5,0.0,0.0,21,0.0,0.0,100.0,esa-worldcover-2021
doddanekundi-kere,27333,11.1,4.4,2.1,4.9,76.0,1.2,0.2,0.0,4821,0.0,0.0,0.4,esa-worldcover-2021
doddanekundi-kere1,14219,14.5,2.4,1.6,1.1,76.4,4.0,0.0,0.0,612,0.0,0.0,56.7,esa-worldcover-2021
doddanekundi-kunte,14795,16.2,3.6,2.5,3.0,72.9,1.8,0.0,0.0,501,58.5,0.0,0.8,esa-worldcover-2021
doddastadamaradapala-kere,15784,30.2,17.4,9.3,26.8,15.3,0.9,0.0,0.0,683,2.8,0.0,0.4,esa-worldcover-2021
doddatogur-kunte-1,9912,36.6,2.9,2.0,6.2,51.2,1.2,0.0,0.0,7,0.0,0.0,0.0,esa-worldcover-2021
doddatogur-kunte-2,10810,17.6,5.7,4.1,15.5,52.2,4.9,0.0,0.0,52,0.0,0.0,67.3,esa-worldcover-2021
doddatogur-lake,18808,18.4,2.5,3.9,11.9,62.2,1.2,0.0,0.0,1287,36.1,5.7,0.5,esa-worldcover-2021
doddebele-kere,18265,34.4,15.8,5.3,23.3,20.8,0.4,0.0,0.0,1397,57.4,0.0,0.3,esa-worldcover-2021
doddenahalli-kere,18355,9.6,15.1,1.5,69.8,3.8,0.2,0.0,0.0,1536,2.7,0.0,0.9,esa-worldcover-2021
doddenahalli-kunte,11054,2.9,25.0,1.9,68.0,0.6,1.3,0.1,0.0,72,0.0,0.0,2.8,esa-worldcover-2021
dodderi-kere,11816,3.5,6.4,19.3,52.6,16.2,1.8,0.0,0.0,112,0.0,0.0,13.4,esa-worldcover-2021
dodderi-kere-2,15526,13.6,2.3,2.0,74.5,7.1,0.4,0.1,0.0,621,26.2,0.0,0.0,esa-worldcover-2021
dodderi-kere-2-2,10858,2.9,8.2,23.5,42.4,19.9,2.7,0.3,0.0,51,0.0,0.0,92.2,esa-worldcover-2021
dodderi-kere-se,11808,9.9,18.2,3.4,60.3,8.0,0.2,0.0,0.0,125,5.6,0.0,0.0,esa-worldcover-2021
dodderi-kere-sw,10982,3.8,7.4,19.7,48.0,18.3,2.7,0.0,0.0,55,0.0,0.0,0.0,esa-worldcover-2021
dodkunte-kunte1,11048,11.2,0.0,0.3,0.9,87.3,0.3,0.0,0.0,72,0.0,0.0,88.9,esa-worldcover-2021
dodkunte-kunte2,9828,12.9,0.9,4.9,1.1,79.5,0.7,0.0,0.0,6,0.0,0.0,100.0,esa-worldcover-2021
dodkunte-kunte3,9823,20.5,0.3,0.4,1.1,77.7,0.1,0.0,0.0,4,0.0,0.0,100.0,esa-worldcover-2021
dodkunte-kunte4,9606,15.3,0.1,0.2,1.1,82.3,1.1,0.0,0.0,2,0.0,0.0,100.0,esa-worldcover-2021
dodmaranhalli-lake,11435,11.8,35.0,8.7,36.1,7.0,0.1,1.3,0.0,93,0.0,0.0,0.0,esa-worldcover-2021
dokkanahalli-kunte,10620,15.4,0.0,0.2,0.0,84.4,0.0,0.0,0.0,40,0.0,0.0,100.0,esa-worldcover-2021
dombarahalli-kunte,11740,17.4,12.2,3.9,25.3,40.5,0.6,0.0,0.0,143,0.0,0.0,69.9,esa-worldcover-2021
domluru-kere,17816,30.6,0.3,0.5,0.1,68.1,0.4,0.1,0.0,1873,0.0,0.0,56.0,esa-worldcover-2021
dommasandra-govt-kunte-4,10641,16.5,3.9,2.4,12.9,64.1,0.2,0.0,0.0,40,0.0,0.0,100.0,esa-worldcover-2021
dommasandra-govt-lake-2,12008,9.3,10.3,5.1,27.8,46.6,1.0,0.0,0.0,177,0.0,0.0,47.5,esa-worldcover-2021
dommasandra-kere-s,18824,10.1,11.7,7.5,40.0,29.5,1.2,0.0,0.0,1256,0.0,0.0,0.0,esa-worldcover-2021
dommasandra-kunte-1,9770,9.0,6.7,5.1,28.4,50.1,0.8,0.0,0.0,4,0.0,0.0,100.0,esa-worldcover-2021
dommasandra-kunte-10,9958,8.7,31.4,6.1,52.7,0.9,0.3,0.0,0.0,8,0.0,0.0,0.0,esa-worldcover-2021
dommasandra-kunte-11,10341,5.3,16.0,13.7,62.5,1.7,0.8,0.0,0.0,26,0.0,0.0,0.0,esa-worldcover-2021
dommasandra-kunte-12,10499,5.6,36.6,12.3,33.1,10.8,1.5,0.0,0.0,32,0.0,0.0,0.0,esa-worldcover-2021
dommasandra-kunte-13,10616,4.3,19.7,10.5,54.5,8.7,2.3,0.0,0.0,40,0.0,0.0,0.0,esa-worldcover-2021
dommasandra-kunte-14,10290,4.4,16.6,9.4,55.0,12.1,2.5,0.0,0.0,22,0.0,0.0,45.5,esa-worldcover-2021
dommasandra-kunte-15,10096,5.8,11.8,11.2,52.7,16.6,2.0,0.0,0.0,14,0.0,0.0,7.1,esa-worldcover-2021
dommasandra-kunte-2,9823,12.2,10.0,4.9,26.8,45.4,0.7,0.0,0.0,6,0.0,0.0,0.0,esa-worldcover-2021
dommasandra-kunte-5,10189,23.1,5.1,1.8,10.9,59.0,0.1,0.0,0.0,16,0.0,0.0,100.0,esa-worldcover-2021
dommasandra-kunte-6,10126,15.5,22.1,4.7,30.3,26.8,0.7,0.0,0.0,14,0.0,0.0,0.0,esa-worldcover-2021
dommasandra-kunte-7,10731,11.6,21.9,9.2,48.1,8.3,0.8,0.0,0.0,38,0.0,0.0,23.7,esa-worldcover-2021
dommasandra-kunte-8,10333,6.5,16.8,15.3,56.1,4.0,1.2,0.0,0.0,24,0.0,0.0,0.0,esa-worldcover-2021
dommasandra-kunte-9,10379,7.7,29.0,7.7,55.0,0.3,0.3,0.0,0.0,24,0.0,0.0,0.0,esa-worldcover-2021
donenahalli-kere-lower,11698,1.7,5.9,44.5,40.5,4.5,2.9,0.0,0.0,119,0.0,0.0,0.0,esa-worldcover-2021
donenahalli-kere-upper,11155,2.2,6.0,31.8,53.0,5.9,1.2,0.0,0.0,75,0.0,0.0,0.0,esa-worldcover-2021
doraikere,17262,11.9,0.7,2.1,5.2,79.0,0.8,0.4,0.0,1116,72.7,0.0,5.6,esa-worldcover-2021
dummy,11892,1.5,81.9,6.3,5.5,0.0,4.4,0.3,0.0,157,0.0,0.0,0.0,esa-worldcover-2021
dummy-2,11239,5.7,22.9,13.7,35.7,10.7,10.7,0.6,0.0,79,0.0,0.0,2.5,esa-worldcover-2021
dyavasandra-lake,22915,5.8,3.6,25.4,37.6,26.9,0.7,0.0,0.0,2621,10.1,0.0,0.7,esa-worldcover-2021
dyavasandra-lake-2,23162,16.2,22.3,1.6,53.9,5.6,0.2,0.2,0.0,1236,0.0,0.0,0.0,esa-worldcover-2021
earannana-kunte,11063,21.4,10.1,0.9,62.4,5.1,0.2,0.0,0.0,61,0.0,0.0,0.0,esa-worldcover-2021
ejipura-kunte,9956,21.7,5.8,6.3,10.9,54.0,0.5,0.7,0.0,8,0.0,0.0,100.0,esa-worldcover-2021
elenahalli-lake,12459,13.6,2.8,10.1,16.8,54.6,2.0,0.2,0.0,142,0.0,0.0,0.7,esa-worldcover-2021
ettakodi-lake,20076,5.9,30.6,5.9,44.6,12.3,0.7,0.0,0.0,1515,7.9,0.0,0.1,esa-worldcover-2021
ettakodi-lake-2,16411,3.4,32.0,6.4,50.0,6.0,1.6,0.7,0.0,735,0.0,0.0,0.0,esa-worldcover-2021
gabburu-lower-tank,12669,20.5,18.7,1.8,55.4,2.6,0.0,0.9,0.0,146,34.2,0.0,0.0,esa-worldcover-2021
gaddam-bachchahalli-kere,12452,16.7,5.3,2.1,68.6,5.3,1.0,1.0,0.0,187,35.3,0.0,0.0,esa-worldcover-2021
gadenahali-lake,12738,6.6,4.2,2.6,78.5,7.6,0.4,0.2,0.0,263,47.9,0.0,0.0,esa-worldcover-2021
gadenahalli-lake,14772,25.3,12.1,4.1,52.0,6.4,0.1,0.0,0.0,429,0.0,0.0,0.0,esa-worldcover-2021
gadigarapalya-kere,17142,10.7,23.8,1.3,63.0,0.7,0.3,0.2,0.0,735,0.0,0.0,0.0,esa-worldcover-2021
gadipalya-lake,13546,35.0,23.8,12.6,26.6,0.7,1.2,0.0,0.0,295,0.0,0.0,0.0,esa-worldcover-2021
gadipalya-lake-2,14156,39.0,17.7,9.4,25.9,8.0,0.0,0.0,0.0,324,0.0,0.0,1.2,esa-worldcover-2021
gadipalyada-halla-lake,11776,34.7,18.9,18.8,21.9,5.1,0.2,0.4,0.0,115,0.0,0.0,0.0,esa-worldcover-2021
gajagadahalli-kere,14475,6.9,8.8,3.6,76.4,4.2,0.1,0.1,0.0,437,0.0,0.0,0.0,esa-worldcover-2021
gajagadahalli-lake,12649,4.5,11.3,10.0,70.8,3.3,0.0,0.0,0.0,234,1.7,0.0,0.0,esa-worldcover-2021
galibilikote-lake,13432,3.2,14.8,12.6,62.3,6.9,0.2,0.0,0.0,261,0.0,0.0,0.0,esa-worldcover-2021
ganadalu-lake,21466,7.1,20.9,0.4,71.0,0.6,0.0,0.0,0.0,1540,16.3,0.0,0.0,esa-worldcover-2021
ganakallu-kere,13283,15.7,22.7,7.8,42.8,8.1,2.1,0.8,0.0,175,61.1,0.0,0.0,esa-worldcover-2021
ganapathihalli-kere,12536,17.1,18.6,17.7,35.9,9.5,0.8,0.5,0.0,190,0.0,0.0,0.0,esa-worldcover-2021
ganapathihalli-lake,15672,11.7,16.4,18.2,40.6,11.5,1.7,0.0,0.0,735,8.0,0.0,0.0,esa-worldcover-2021
gandaragolipura-kere,14610,22.6,20.3,0.4,54.2,2.4,0.0,0.0,0.0,546,0.0,0.0,0.0,esa-worldcover-2021
gandarajapura-kere,13487,14.3,5.8,1.0,77.1,1.7,0.0,0.0,0.0,300,2.0,0.0,0.0,esa-worldcover-2021
gandhigram-lower,11454,21.9,25.5,7.6,41.7,2.6,0.7,0.0,0.0,51,0.0,0.0,0.0,esa-worldcover-2021
gandhinagar-lake,13837,12.4,7.8,16.4,61.5,1.5,0.4,0.0,0.0,246,39.8,0.0,0.0,esa-worldcover-2021
gandigram-n,11164,18.4,26.1,3.9,48.3,2.3,0.7,0.3,0.0,61,0.0,0.0,0.0,esa-worldcover-2021
gangasandra-kere,36664,6.4,3.9,1.8,80.8,6.6,0.4,0.1,0.0,5045,0.9,0.0,0.1,esa-worldcover-2021
gangasandra-kunte,10038,44.1,21.6,2.8,28.5,2.8,0.0,0.0,0.0,10,0.0,0.0,0.0,esa-worldcover-2021
gangavara-lake,25962,4.1,6.1,1.7,82.9,5.2,0.0,0.0,0.0,2744,1.2,0.0,0.0,esa-worldcover-2021
gangenahalli-lake,16319,31.0,34.1,6.7,24.3,2.7,0.3,0.8,0.0,911,78.6,0.0,0.0,esa-worldcover-2021
gangondanahalli-kere,20177,16.7,20.0,7.9,27.2,26.9,1.3,0.0,0.0,1860,2.5,0.0,0.1,esa-worldcover-2021
gangondanahalli-kunte,11267,7.5,0.1,0.2,0.0,91.9,0.3,0.0,0.0,95,0.0,0.0,74.7,esa-worldcover-2021
gangondanahalli-kunte1,10045,8.9,10.3,4.5,35.4,40.3,0.6,0.0,0.0,10,0.0,0.0,70.0,esa-worldcover-2021
gangondanahalli-kunte2,10234,11.0,14.5,6.8,36.3,30.7,0.6,0.2,0.0,18,0.0,0.0,0.0,esa-worldcover-2021
gangondanahalli-kunte3,9883,4.3,9.1,14.0,48.0,23.7,0.9,0.0,0.0,6,0.0,0.0,0.0,esa-worldcover-2021
gangondanahalli-lake,11065,6.7,14.2,6.5,58.0,14.4,0.2,0.0,0.0,66,3.0,0.0,0.0,esa-worldcover-2021
ganigarahalli-kere,16084,36.8,16.7,1.2,37.6,7.2,0.4,0.0,0.0,846,18.6,0.0,0.0,esa-worldcover-2021
gantiganahalli-kere,26005,16.5,19.9,9.2,44.9,7.3,2.2,0.0,0.0,2607,2.5,0.0,0.0,esa-worldcover-2021
gantiganahalli-kunte-1,9888,7.0,12.1,9.1,66.7,3.7,1.4,0.0,0.0,6,0.0,0.0,0.0,esa-worldcover-2021
gantiganahalli-kunte-2,11285,15.3,10.4,6.7,54.8,11.4,1.4,0.0,0.0,95,0.0,0.0,0.0,esa-worldcover-2021
gantiganahalli-kunte-3,9966,6.2,7.2,12.4,65.3,6.9,2.0,0.0,0.0,8,0.0,0.0,0.0,esa-worldcover-2021
gantiganahalli-kunte-4,9884,3.3,4.3,8.1,78.2,4.6,1.5,0.0,0.0,6,0.0,0.0,0.0,esa-worldcover-2021
gantiganahalli-kunte-5,10152,7.4,11.1,5.5,67.9,6.5,1.5,0.0,0.0,13,0.0,0.0,0.0,esa-worldcover-2021
garudacharpalya-lake,13008,24.4,2.1,1.8,4.5,64.4,2.9,0.0,0.0,166,0.0,0.0,0.0,esa-worldcover-2021
garvebhavipalya-lake,15460,3.2,0.3,0.4,1.4,94.1,0.5,0.1,0.0,718,0.0,0.0,5.8,esa-worldcover-2021
gattihalli-govt-lake,26224,29.6,9.3,17.9,28.4,13.3,1.6,0.0,0.0,3350,72.4,0.0,0.0,esa-worldcover-2021
gattihalli-kunte-1,9862,11.4,1.2,24.2,26.2,32.0,4.9,0.0,0.0,6,0.0,0.0,0.0,esa-worldcover-2021
gattihalli-kunte-2,9880,8.4,5.1,20.7,29.0,33.2,3.6,0.0,0.0,4,0.0,0.0,100.0,esa-worldcover-2021
gavipura-kunte-1,11130,22.3,0.3,0.1,1.1,70.3,0.3,5.6,0.0,80,0.0,0.0,100.0,esa-worldcover-2021
gavipura-kunte-2,10354,4.2,0.0,0.0,0.0,95.1,0.7,0.0,0.0,22,0.0,0.0,100.0,esa-worldcover-2021
gavipura-lake,11631,5.2,0.0,0.3,0.2,94.1,0.2,0.0,0.0,132,0.0,0.0,27.3,esa-worldcover-2021
geddalahalli-kunte,10869,35.1,0.1,0.4,1.7,62.7,0.0,0.0,0.0,58,0.0,0.0,91.4,esa-worldcover-2021
geddalahalli-lake,15653,20.6,0.0,0.0,0.0,79.4,0.0,0.0,0.0,1039,0.0,0.0,77.3,esa-worldcover-2021
giddanahalli-lake,15326,25.1,15.6,4.9,39.5,14.0,0.9,0.0,0.0,707,8.2,0.0,0.0,esa-worldcover-2021
giddatapura-lake,20686,6.6,23.8,4.4,61.3,3.1,0.7,0.0,0.0,1432,2.2,0.0,0.0,esa-worldcover-2021
