id,onMap1914,overlapPct1914,historicArea1914M2,source1914,onMap1927,overlapPct1927,historicArea1927M2,source1927,onMap1945,overlapPct1945,historicArea1945M2,source1945,onMap1955,overlapPct1955,historicArea1955M2,source1955,onMap1975,overlapPct1975,historicArea1975M2,source1975,source
doddabanahalli-kere,False,0.0,0,soi-57g16-1914,,,,,,,,,True,95.1,141079,ams-nd44-9-1955,True,54.4,29316,soi-57g16-1974,ams-nd44-9-1955;soi-57g16-1914;soi-57g16-1974
doddabanahalli-kere-2,,,,,False,0.0,0,soi-57g12-1927,,,,,False,0.0,0,ams-nd44-9-1955,False,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
doddabanahalli-kunte1,,0.0,0,soi-57g16-1914,,,,,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g16-1974,ams-nd44-9-1955;soi-57g16-1914;soi-57g16-1974
doddabanahalli-kunte2,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g16-1974,ams-nd44-9-1955;soi-57g12-1927;soi-57g16-1974
doddabanahalli-kunte3,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
doddabele-kunte1,,0.0,0,soi-57h5-1914,,,,,,,,,,0.0,0,ams-nd43-16-1955,,0.0,0,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
doddabele-kunte2,,0.0,0,soi-57h5-1914,,,,,,,,,,0.0,0,ams-nd43-16-1955,,0.0,0,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
doddabele-small-2r,False,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,False,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
doddabettahalli-kunte-1,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
doddabettahalli-kunte-2,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
doddabidarakallu-kunte1,False,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,False,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
doddabidarakallu-kunte10,,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
doddabidarakallu-kunte11,,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
doddabidarakallu-kunte2,False,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,False,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
doddabidarakallu-kunte3,,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
doddabidarakallu-kunte4,False,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,False,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
doddabidarakallu-kunte5,,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
doddabidarakallu-kunte6,,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
doddabidarakallu-kunte7,,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
doddabidarakallu-kunte8,,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
doddabidarakallu-kunte9,,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
doddabidarakallu-lake,False,0.0,0,soi-57g8-1914,,,,,,,,,True,57.1,79421,ams-nd43-12-1955,True,20.7,24679,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
doddabommasandra-kunte-1,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
doddabommasandra-kunte-2,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
doddadunnasandra-lake,,,,,,,,,,,,,False,0.0,0,ams-nd44-13-1955,True,48.6,93117,soi-57h13-1973,ams-nd44-13-1955;soi-57h13-1973
doddaganahalli-lake,True,22.3,89935,soi-57g16-1914,,,,,,,,,True,64.6,449102,ams-nd44-9-1955,True,53.6,213818,soi-57g16-1974,ams-nd44-9-1955;soi-57g16-1914;soi-57g16-1974
doddaghataginebbe-lake,False,0.0,0,soi-57g16-1914,,,,,,,,,True,92.2,243726,ams-nd44-9-1955,True,89.7,126755,soi-57g16-1974,ams-nd44-9-1955;soi-57g16-1914;soi-57g16-1974
doddagubbi-kere,,,,,True,94.4,430028,soi-57g12-1927,,,,,True,89.0,563606,ams-nd44-9-1955,True,73.8,306860,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
doddagubbi-kunte1,,,,,False,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
doddagubbi-kunte2,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
doddakallasandra-katte,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
doddakallasandra-lake,,,,,,,,,True,27.5,47663,soi-57h9-1945,False,0.0,0,ams-nd44-13-1955,True,82.5,51688,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
doddakannalli-kunte1,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
doddakannalli-kunte2,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
doddakannalli-kunte3,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
doddakannalli-kunte4,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
doddakannalli-kunte5,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
doddakannalli-kunte6,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
doddakannalli-kunte7,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
doddakanneli-gramadakere,,,,,,,,,True,90.4,106167,soi-57h9-1945,False,0.0,0,ams-nd44-13-1955,True,70.1,61423,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
doddakarenahalli-kere,False,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,True,40.8,18681,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
doddakodlu,,,,,,,,,True,59.2,120004,soi-57h9-1945,False,0.0,0,ams-nd44-13-1955,True,51.7,73526,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
doddakunte-rudrabhomi-kunte,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
doddanagamanagala-lake,,,,,,,,,True,56.0,279145,soi-57h9-1945,True,76.9,322668,ams-nd44-13-1955,True,56.7,170307,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
doddanagamangala-kunte1,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
doddanagamangala-kunte2,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
doddanagamangala-kunte3,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
doddanekkudi-kunte1,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
doddanekkudi-kunte2,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
doddanekkudi-kunte3,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,False,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
doddanekkudi-kunte4,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
doddanekkudi-kunte5,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
doddanekundi-kere,,,,,,,,,True,61.0,297546,soi-57h9-1945,True,89.1,456050,ams-nd44-13-1955,True,85.3,368824,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
doddanekundi-kere1,,,,,,,,,,0.0,0,soi-57h9-1945,False,0.0,0,ams-nd44-13-1955,False,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
doddanekundi-kunte,,,,,,,,,True,67.8,33299,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,True,77.5,37902,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
doddastadamaradapala-kere,False,0.0,0,soi-57h5-1914,,,,,,,,,False,0.0,0,ams-nd43-16-1955,False,0.0,0,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
doddatogur-kunte-1,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
doddatogur-kunte-2,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
doddatogur-lake,,,,,,,,,True,66.2,135562,soi-57h9-1945,False,0.0,0,ams-nd44-13-1955,True,6.4,16435,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
doddebele-kere,True,87.5,114877,soi-57h5-1914,,,,,,,,,True,71.7,121038,ams-nd43-16-1955,True,62.7,75378,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
doddenahalli-kere,False,0.0,0,soi-57g16-1914,,,,,,,,,True,100.0,453346,ams-nd44-9-1955,True,38.5,60426,soi-57g16-1974,ams-nd44-9-1955;soi-57g16-1914;soi-57g16-1974
doddenahalli-kunte,,,,,False,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
dodderi-kere,False,0.0,0,soi-57h5-1914,,,,,,,,,,0.0,0,ams-nd43-16-1955,False,0.0,0,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
dodderi-kere-2,False,0.0,0,soi-57g8-1914,,,,,,,,,False,0.0,0,ams-nd43-12-1955,False,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
dodderi-kere-2-2,,0.0,0,soi-57h5-1914,,,,,,,,,,0.0,0,ams-nd43-16-1955,,0.0,0,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
dodderi-kere-se,False,0.0,0,soi-57h5-1914,,,,,,,,,,0.0,0,ams-nd43-16-1955,False,0.0,0,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
dodderi-kere-sw,,0.0,0,soi-57h5-1914,,,,,,,,,,0.0,0,ams-nd43-16-1955,,0.0,0,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
dodkunte-kunte1,,,,,,,,,,,,,,,,,,0.0,0,soi-57h9-1980,soi-57h9-1980
dodkunte-kunte2,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
dodkunte-kunte3,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
dodkunte-kunte4,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
dodmaranhalli-lake,False,0.0,0,soi-57h5-1914,,,,,,,,,,0.0,0,ams-nd43-16-1955,,0.0,0,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
dokkanahalli-kunte,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
dombarahalli-kunte,False,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,False,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
domluru-kere,,,,,,,,,True,41.1,80541,soi-57h9-1945,True,15.7,123338,ams-nd44-13-1955,False,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
dommasandra-govt-kunte-4,,,,,,,,,,,,,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h13-1973,ams-nd44-13-1955;soi-57h13-1973
dommasandra-govt-lake-2,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,False,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
dommasandra-kere-s,,,,,,,,,,,,,False,0.0,0,ams-nd44-13-1955,True,49.0,70091,soi-57h13-1973,ams-nd44-13-1955;soi-57h13-1973
dommasandra-kunte-1,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
dommasandra-kunte-10,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
dommasandra-kunte-11,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
dommasandra-kunte-12,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
dommasandra-kunte-13,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
dommasandra-kunte-14,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
dommasandra-kunte-15,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
dommasandra-kunte-2,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
dommasandra-kunte-5,,,,,,,,,,,,,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h13-1973,ams-nd44-13-1955;soi-57h13-1973
dommasandra-kunte-6,,,,,,,,,,,,,,0.0,0,ams-nd44-13-1955,True,46.6,104521,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1980
dommasandra-kunte-7,,,,,,,,,,,,,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h13-1973,ams-nd44-13-1955;soi-57h13-1973
dommasandra-kunte-8,,,,,,,,,,,,,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1980
dommasandra-kunte-9,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
donenahalli-kere-lower,False,0.0,0,soi-57h5-1914,,,,,,,,,,0.0,0,ams-nd43-16-1955,False,0.0,0,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
donenahalli-kere-upper,False,0.0,0,soi-57h5-1914,,,,,,,,,,0.0,0,ams-nd43-16-1955,,0.0,0,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
doraikere,,,,,,,,,True,22.9,41974,soi-57h9-1945,False,0.0,0,ams-nd44-13-1955,True,48.7,46722,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
dummy,False,0.0,0,soi-57g16-1914,,,,,,,,,,0.0,0,ams-nd44-9-1955,False,0.0,0,soi-57g16-1974,ams-nd44-9-1955;soi-57g16-1914;soi-57g16-1974
dummy-2,False,0.0,0,soi-57g16-1914,,,,,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g16-1974,ams-nd44-9-1955;soi-57g16-1914;soi-57g16-1974
dyavasandra-lake,,,,,,,,,True,8.5,62385,soi-57h9-1945,True,74.0,203233,ams-nd44-13-1955,True,15.0,58316,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
dyavasandra-lake-2,,,,,,,,,,,,,True,46.3,177936,ams-nd43-12-1955,True,44.6,64996,soi-57g7-1975,ams-nd43-12-1955;soi-57g7-1975
earannana-kunte,,,,,False,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
ejipura-kunte,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
elenahalli-lake,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,False,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
ettakodi-lake,,,,,,,,,,,,,True,39.0,72888,ams-nd44-13-1955,True,66.2,102993,soi-57h13-1973,ams-nd44-13-1955;soi-57h13-1973
ettakodi-lake-2,,,,,,,,,,,,,False,0.0,0,ams-nd44-13-1955,False,0.0,0,soi-57h13-1973,ams-nd44-13-1955;soi-57h13-1973
gabburu-lower-tank,False,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,False,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
gaddam-bachchahalli-kere,,,,,,,,,,,,,,0.0,0,ams-nd44-9-1955,False,0.0,0,soi-57g11-1975,ams-nd44-9-1955;soi-57g11-1975
gadenahali-lake,,,,,False,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,False,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
gadenahalli-lake,,,,,False,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,True,21.9,8285,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
gadigarapalya-kere,False,0.0,0,soi-57g8-1914,,,,,,,,,True,21.8,436698,ams-nd43-12-1955,True,83.4,74050,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
gadipalya-lake,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,False,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
gadipalya-lake-2,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,True,38.3,16841,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
gadipalyada-halla-lake,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,False,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
gajagadahalli-kere,False,0.0,0,soi-57g8-1914,,,,,,,,,True,34.1,191416,ams-nd43-12-1955,True,51.9,21946,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
gajagadahalli-lake,False,0.0,0,soi-57g8-1914,,,,,,,,,True,6.0,191416,ams-nd43-12-1955,False,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
galibilikote-lake,,,,,,,,,,,,,,0.0,0,ams-nd43-12-1955,False,0.0,0,soi-57g7-1975,ams-nd43-12-1955;soi-57g7-1975
ganadalu-lake,,,,,,,,,,,,,True,0.0,384955,ams-nd43-12-1955,False,0.0,0,soi-57g7-1975,ams-nd43-12-1955;soi-57g7-1975
ganakallu-kere,False,0.0,0,soi-57h5-1914,,,,,,,,,,0.0,0,ams-nd43-16-1955,False,0.0,0,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
ganapathihalli-kere,False,0.0,0,soi-57h5-1914,,,,,,,,,,0.0,0,ams-nd43-16-1955,False,0.0,0,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
ganapathihalli-lake,False,0.0,0,soi-57h5-1914,,,,,,,,,False,0.0,0,ams-nd43-16-1955,True,51.5,32326,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
gandaragolipura-kere,False,0.0,0,soi-57g8-1914,,,,,,,,,True,100.0,337459,ams-nd43-12-1955,False,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
gandarajapura-kere,,,,,,,,,,,,,,0.0,0,ams-nd44-9-1955,True,25.4,8242,soi-57g11-1975,ams-nd44-9-1955;soi-57g11-1975
gandhigram-lower,,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
gandhinagar-lake,False,0.0,0,soi-57h10-1915,,,,,,,,,,0.0,0,ams-nd44-13-1955,False,0.0,0,soi-57h10-1973,ams-nd44-13-1955;soi-57h10-1915;soi-57h10-1973
gandigram-n,False,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
gangasandra-kere,,,,,,,,,,,,,True,84.4,712550,ams-nd44-9-1955,True,46.1,212719,soi-57g11-1975,ams-nd44-9-1955;soi-57g11-1975
gangasandra-kunte,,0.0,0,soi-57h5-1914,,,,,,,,,,0.0,0,ams-nd43-16-1955,,0.0,0,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
gangavara-lake,True,47.1,191207,soi-57g16-1914,,,,,,,,,True,84.2,523811,ams-nd44-9-1955,True,68.5,335271,soi-57g16-1974,ams-nd44-9-1955;soi-57g16-1914;soi-57g16-1974
gangenahalli-lake,True,80.5,80086,soi-57h5-1914,,,,,,,,,True,59.7,99766,ams-nd43-16-1955,False,0.0,0,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
gangondanahalli-kere,False,0.0,0,soi-57g8-1914,,,,,,,,,True,80.2,508288,ams-nd43-12-1955,True,72.3,140207,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
gangondanahalli-kunte,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
gangondanahalli-kunte1,,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
gangondanahalli-kunte2,,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
gangondanahalli-kunte3,,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
gangondanahalli-lake,False,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
ganigarahalli-kere,,,,,True,47.8,44704,soi-57g12-1927,,,,,True,94.1,175247,ams-nd44-9-1955,False,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
