dataset,stationId,stationCode,stationName,sampleLocation,date,lat,lon,parameter,value,qualifier,belowDetection,detectionLimit,unit,statistic,rawValue,source
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-04-13,13.0802,77.614667,phosphate,0.5,,false,,mg/L,,0.5,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-04-13,13.0802,77.614667,ammoniacalNitrogen,4,,false,,mg/L as N,,4,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-04-13,,,temperature,29.0,,false,,degC,,29.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-04-13,,,colour,40,,false,,Hazen,,40,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-04-13,,,turbidity,22.5,,false,,NTU,,22.5,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-04-13,,,ph,8.56,,false,,,,8.56,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-04-13,,,conductivity,1257,,false,,uS/cm,,1257,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-04-13,,,orp,-104,,false,,mV,,-104,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-04-13,,,dissolvedOxygen,1.50,,false,,mg/L,,1.50,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-04-13,,,nitrate,4.40,,false,,mg/L,,4.40,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-04-13,,,totalAlkalinity,300,,false,,mg/L,,300,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-04-13,,,fecalColiform,680,,false,,MPN/100mL,,6.8E+02,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-04-13,,,tss,20,,false,,mg/L,,20,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-04-13,,,bod,12.0,,false,,mg/L,,12.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-04-13,,,dissolvedBod,1.8,,false,,mg/L,,1.8,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-04-13,,,cod,45.0,,false,,mg/L,,45.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-04-13,,,dissolvedCod,15.0,,false,,mg/L,,15.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-04-13,,,phosphate,0.9,,false,,mg/L,,0.9,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-04-13,,,ammoniacalNitrogen,3,,false,,mg/L as N,,3,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-05-12,13.083533,77.6096,temperature,32.6,,false,,degC,,32.6,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-05-12,13.083533,77.6096,colour,70,,false,,Hazen,,70,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-05-12,13.083533,77.6096,turbidity,79.6,,false,,NTU,,79.6,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-05-12,13.083533,77.6096,ph,9.39,,false,,,,9.39,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-05-12,13.083533,77.6096,conductivity,1211,,false,,uS/cm,,1211,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-05-12,13.083533,77.6096,orp,-154,,false,,mV,,-154,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-05-12,13.083533,77.6096,dissolvedOxygen,20.10,,false,,mg/L,,20.10,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-05-12,13.083533,77.6096,nitrate,16.28,,false,,mg/L,,16.28,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-05-12,13.083533,77.6096,totalAlkalinity,281,,false,,mg/L,,281,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-05-12,13.083533,77.6096,fecalColiform,8200,,false,,MPN/100mL,,8.2E+03,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-05-12,13.083533,77.6096,tss,90,,false,,mg/L,,90,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-05-12,13.083533,77.6096,bod,26.0,,false,,mg/L,,26.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-05-12,13.083533,77.6096,dissolvedBod,3.0,,false,,mg/L,,3.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-05-12,13.083533,77.6096,cod,79.4,,false,,mg/L,,79.4,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-05-12,13.083533,77.6096,dissolvedCod,29.8,,false,,mg/L,,29.8,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-05-12,13.083533,77.6096,phosphate,0.5,,false,,mg/L,,0.5,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-05-12,13.083533,77.6096,ammoniacalNitrogen,3,,false,,mg/L as N,,3,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-05-12,13.083533,77.6096,chlorophyllA,130,,false,,mg/m3,,130,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-05-12,13.09235,77.607283,temperature,28.5,,false,,degC,,28.5,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-05-12,13.09235,77.607283,colour,100,,false,,Hazen,,100,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-05-12,13.09235,77.607283,turbidity,15.4,,false,,NTU,,15.4,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-05-12,13.09235,77.607283,ph,7.50,,false,,,,7.50,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-05-12,13.09235,77.607283,conductivity,1345,,false,,uS/cm,,1345,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-05-12,13.09235,77.607283,orp,-41,,false,,mV,,-41,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-05-12,13.09235,77.607283,dissolvedOxygen,0.00,,false,,mg/L,,0.00,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-05-12,13.09235,77.607283,nitrate,4.84,,false,,mg/L,,4.84,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-05-12,13.09235,77.607283,totalAlkalinity,474,,false,,mg/L,,474,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-05-12,13.09235,77.607283,fecalColiform,9200,,false,,MPN/100mL,,9.2E+03,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-05-12,13.09235,77.607283,tss,20,,false,,mg/L,,20,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-05-12,13.09235,77.607283,bod,40.0,,false,,mg/L,,40.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-05-12,13.09235,77.607283,dissolvedBod,6.4,,false,,mg/L,,6.4,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-05-12,13.09235,77.607283,cod,49.6,,false,,mg/L,,49.6,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-05-12,13.09235,77.607283,dissolvedCod,9.9,,false,,mg/L,,9.9,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-05-12,13.09235,77.607283,phosphate,4.9,,false,,mg/L,,4.9,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-05-12,13.09235,77.607283,ammoniacalNitrogen,29,,false,,mg/L as N,,29,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-05-12,13.09235,77.607283,chlorophyllA,,,false,,mg/m3,,-,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-05-12,13.094333,77.607667,temperature,27.5,,false,,degC,,27.5,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-05-12,13.094333,77.607667,colour,60,,false,,Hazen,,60,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-05-12,13.094333,77.607667,turbidity,18.0,,false,,NTU,,18.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-05-12,13.094333,77.607667,ph,7.72,,false,,,,7.72,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-05-12,13.094333,77.607667,conductivity,1285,,false,,uS/cm,,1285,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-05-12,13.094333,77.607667,orp,-54,,false,,mV,,-54,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-05-12,13.094333,77.607667,dissolvedOxygen,2.70,,false,,mg/L,,2.70,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-05-12,13.094333,77.607667,nitrate,6.60,,false,,mg/L,,6.60,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-05-12,13.094333,77.607667,totalAlkalinity,422,,false,,mg/L,,422,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-05-12,13.094333,77.607667,fecalColiform,11000,,false,,MPN/100mL,,1.1E+04,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-05-12,13.094333,77.607667,tss,20,,false,,mg/L,,20,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-05-12,13.094333,77.607667,bod,38.0,,false,,mg/L,,38.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-05-12,13.094333,77.607667,dissolvedBod,7.6,,false,,mg/L,,7.6,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-05-12,13.094333,77.607667,cod,49.6,,false,,mg/L,,49.6,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-05-12,13.094333,77.607667,dissolvedCod,19.8,,false,,mg/L,,19.8,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-05-12,13.094333,77.607667,phosphate,0.4,,false,,mg/L,,0.4,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-05-12,13.094333,77.607667,ammoniacalNitrogen,34,,false,,mg/L as N,,34,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-05-12,13.094333,77.607667,chlorophyllA,,,false,,mg/m3,,-,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-05-12,13.094333,77.607667,temperature,29.6,,false,,degC,,29.6,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-05-12,13.094333,77.607667,colour,120,,false,,Hazen,,120,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-05-12,13.094333,77.607667,turbidity,15.8,,false,,NTU,,15.8,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-05-12,13.094333,77.607667,ph,7.52,,false,,,,7.52,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-05-12,13.094333,77.607667,conductivity,1881,,false,,uS/cm,,1881,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-05-12,13.094333,77.607667,orp,-42,,false,,mV,,-42,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-05-12,13.094333,77.607667,dissolvedOxygen,0.00,,false,,mg/L,,0.00,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-05-12,13.094333,77.607667,nitrate,3.96,,false,,mg/L,,3.96,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-05-12,13.094333,77.607667,totalAlkalinity,659,,false,,mg/L,,659,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-05-12,13.094333,77.607667,fecalColiform,240000,,false,,MPN/100mL,,2.4E+05,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-05-12,13.094333,77.607667,tss,70,,false,,mg/L,,70,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-05-12,13.094333,77.607667,bod,52.0,,false,,mg/L,,52.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-05-12,13.094333,77.607667,dissolvedBod,15.0,,false,,mg/L,,15.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-05-12,13.094333,77.607667,cod,79.4,,false,,mg/L,,79.4,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-05-12,13.094333,77.607667,dissolvedCod,39.7,,false,,mg/L,,39.7,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-05-12,13.094333,77.607667,phosphate,4.6,,false,,mg/L,,4.6,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-05-12,13.094333,77.607667,ammoniacalNitrogen,39,,false,,mg/L as N,,39,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-05-12,13.094333,77.607667,chlorophyllA,,,false,,mg/m3,,-,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2016-05-12,13.08675,77.611283,temperature,30.8,,false,,degC,,30.8,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2016-05-12,13.08675,77.611283,colour,80,,false,,Hazen,,80,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2016-05-12,13.08675,77.611283,turbidity,78.4,,false,,NTU,,78.4,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2016-05-12,13.08675,77.611283,ph,9.50,,false,,,,9.50,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2016-05-12,13.08675,77.611283,conductivity,1209,,false,,uS/cm,,1209,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2016-05-12,13.08675,77.611283,orp,-159,,false,,mV,,-159,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2016-05-12,13.08675,77.611283,dissolvedOxygen,21.20,,false,,mg/L,,21.20,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2016-05-12,13.08675,77.611283,nitrate,14.08,,false,,mg/L,,14.08,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2016-05-12,13.08675,77.611283,totalAlkalinity,273,,false,,mg/L,,273,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2016-05-12,13.08675,77.611283,fecalColiform,9200,,false,,MPN/100mL,,9.2E+03,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2016-05-12,13.08675,77.611283,tss,100,,false,,mg/L,,100,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2016-05-12,13.08675,77.611283,bod,24.0,,false,,mg/L,,24.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2016-05-12,13.08675,77.611283,dissolvedBod,2.6,,false,,mg/L,,2.6,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2016-05-12,13.08675,77.611283,cod,99.2,,false,,mg/L,,99.2,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2016-05-12,13.08675,77.611283,dissolvedCod,34.7,,false,,mg/L,,34.7,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2016-05-12,13.08675,77.611283,phosphate,0.7,,false,,mg/L,,0.7,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2016-05-12,13.08675,77.611283,ammoniacalNitrogen,3,,false,,mg/L as N,,3,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2016-05-12,13.08675,77.611283,chlorophyllA,78,,false,,mg/m3,,78,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-05-12,13.0802,77.614667,temperature,30.7,,false,,degC,,30.7,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-05-12,13.0802,77.614667,colour,60,,false,,Hazen,,60,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-05-12,13.0802,77.614667,turbidity,89.6,,false,,NTU,,89.6,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-05-12,13.0802,77.614667,ph,9.49,,false,,,,9.49,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-05-12,13.0802,77.614667,conductivity,1191,,false,,uS/cm,,1191,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-05-12,13.0802,77.614667,orp,-158,,false,,mV,,-158,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-05-12,13.0802,77.614667,dissolvedOxygen,22.70,,false,,mg/L,,22.70,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-05-12,13.0802,77.614667,nitrate,16.72,,false,,mg/L,,16.72,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-05-12,13.0802,77.614667,totalAlkalinity,261,,false,,mg/L,,261,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-05-12,13.0802,77.614667,fecalColiform,12000,,false,,MPN/100mL,,1.2E+04,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-05-12,13.0802,77.614667,tss,110,,false,,mg/L,,110,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-05-12,13.0802,77.614667,bod,27.0,,false,,mg/L,,27.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-05-12,13.0802,77.614667,dissolvedBod,2.2,,false,,mg/L,,2.2,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-05-12,13.0802,77.614667,cod,99.2,,false,,mg/L,,99.2,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-05-12,13.0802,77.614667,dissolvedCod,39.7,,false,,mg/L,,39.7,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-05-12,13.0802,77.614667,phosphate,0.5,,false,,mg/L,,0.5,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-05-12,13.0802,77.614667,ammoniacalNitrogen,3,,false,,mg/L as N,,3,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-05-12,13.0802,77.614667,chlorophyllA,108,,false,,mg/m3,,108,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-05-12,,,temperature,30.0,,false,,degC,,30.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-05-12,,,colour,70,,false,,Hazen,,70,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-05-12,,,turbidity,75.8,,false,,NTU,,75.8,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-05-12,,,ph,9.34,,false,,,,9.34,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-05-12,,,conductivity,1212,,false,,uS/cm,,1212,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-05-12,,,orp,-149,,false,,mV,,-149,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-05-12,,,dissolvedOxygen,11.80,,false,,mg/L,,11.80,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-05-12,,,nitrate,13.20,,false,,mg/L,,13.20,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-05-12,,,totalAlkalinity,285,,false,,mg/L,,285,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-05-12,,,fecalColiform,12000,,false,,MPN/100mL,,1.2E+04,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-05-12,,,tss,100,,false,,mg/L,,100,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-05-12,,,bod,25.0,,false,,mg/L,,25.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-05-12,,,dissolvedBod,3.2,,false,,mg/L,,3.2,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-05-12,,,cod,119.0,,false,,mg/L,,119.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-05-12,,,dissolvedCod,39.7,,false,,mg/L,,39.7,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-05-12,,,phosphate,0.5,,false,,mg/L,,0.5,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-05-12,,,ammoniacalNitrogen,3,,false,,mg/L as N,,3,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-05-12,,,chlorophyllA,84,,false,,mg/m3,,84,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-06-08,13.083533,77.6096,temperature,27.5,,false,,degC,,27.5,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-06-08,13.083533,77.6096,colour,60,,false,,Hazen,,60,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-06-08,13.083533,77.6096,turbidity,73.1,,false,,NTU,,73.1,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-06-08,13.083533,77.6096,ph,8.35,,false,,,,8.35,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-06-08,13.083533,77.6096,conductivity,1148,,false,,uS/cm,,1148,jakkur-2015
