dataset,stationId,stationCode,stationName,sampleLocation,date,lat,lon,parameter,value,qualifier,belowDetection,detectionLimit,unit,statistic,rawValue,source
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-06-08,13.083533,77.6096,orp,-90,,false,,mV,,-90,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-06-08,13.083533,77.6096,dissolvedOxygen,4.50,,false,,mg/L,,4.50,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-06-08,13.083533,77.6096,nitrate,9.24,,false,,mg/L,,9.24,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-06-08,13.083533,77.6096,totalAlkalinity,297,,false,,mg/L,,297,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-06-08,13.083533,77.6096,fecalColiform,350000,,false,,MPN/100mL,,3.5E+05,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-06-08,13.083533,77.6096,tss,40,,false,,mg/L,,40,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-06-08,13.083533,77.6096,bod,22.00,,false,,mg/L,,22.00,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-06-08,13.083533,77.6096,dissolvedBod,3.60,,false,,mg/L,,3.60,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-06-08,13.083533,77.6096,cod,88.6,,false,,mg/L,,88.6,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-06-08,13.083533,77.6096,dissolvedCod,49.2,,false,,mg/L,,49.2,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-06-08,13.083533,77.6096,phosphate,2.0,,false,,mg/L,,2.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-06-08,13.083533,77.6096,chlorophyllA,47,,false,,mg/m3,,47,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-06-08,13.09235,77.607283,temperature,26.7,,false,,degC,,26.7,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-06-08,13.09235,77.607283,colour,80,,false,,Hazen,,80,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-06-08,13.09235,77.607283,turbidity,8.1,,false,,NTU,,8.1,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-06-08,13.09235,77.607283,ph,7.49,,false,,,,7.49,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-06-08,13.09235,77.607283,conductivity,1213,,false,,uS/cm,,1213,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-06-08,13.09235,77.607283,orp,-40,,false,,mV,,-40,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-06-08,13.09235,77.607283,dissolvedOxygen,0.00,,false,,mg/L,,0.00,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-06-08,13.09235,77.607283,nitrate,6.16,,false,,mg/L,,6.16,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-06-08,13.09235,77.607283,totalAlkalinity,314,,false,,mg/L,,314,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-06-08,13.09235,77.607283,fecalColiform,220000,,false,,MPN/100mL,,2.2E+05,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-06-08,13.09235,77.607283,tss,20,,false,,mg/L,,20,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-06-08,13.09235,77.607283,bod,14.00,,false,,mg/L,,14.00,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-06-08,13.09235,77.607283,dissolvedBod,2.40,,false,,mg/L,,2.40,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-06-08,13.09235,77.607283,cod,68.9,,false,,mg/L,,68.9,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-06-08,13.09235,77.607283,dissolvedCod,39.4,,false,,mg/L,,39.4,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-06-08,13.09235,77.607283,phosphate,1.9,,false,,mg/L,,1.9,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-06-08,13.09235,77.607283,chlorophyllA,,,false,,mg/m3,,-,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-06-08,13.094333,77.607667,temperature,27.3,,false,,degC,,27.3,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-06-08,13.094333,77.607667,colour,40,,false,,Hazen,,40,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-06-08,13.094333,77.607667,turbidity,16.5,,false,,NTU,,16.5,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-06-08,13.094333,77.607667,ph,7.60,,false,,,,7.60,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-06-08,13.094333,77.607667,conductivity,1017,,false,,uS/cm,,1017,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-06-08,13.094333,77.607667,orp,-46,,false,,mV,,-46,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-06-08,13.094333,77.607667,dissolvedOxygen,2.10,,false,,mg/L,,2.10,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-06-08,13.094333,77.607667,nitrate,14.08,,false,,mg/L,,14.08,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-06-08,13.094333,77.607667,totalAlkalinity,310,,false,,mg/L,,310,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-06-08,13.094333,77.607667,fecalColiform,2000,,false,,MPN/100mL,,2.0E+03,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-06-08,13.094333,77.607667,tss,10,,false,,mg/L,,10,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-06-08,13.094333,77.607667,bod,19.00,,false,,mg/L,,19.00,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-06-08,13.094333,77.607667,dissolvedBod,2.40,,false,,mg/L,,2.40,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-06-08,13.094333,77.607667,cod,59.1,,false,,mg/L,,59.1,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-06-08,13.094333,77.607667,dissolvedCod,39.4,,false,,mg/L,,39.4,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-06-08,13.094333,77.607667,phosphate,0.3,,false,,mg/L,,0.3,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-06-08,13.094333,77.607667,chlorophyllA,,,false,,mg/m3,,-,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-06-08,13.094333,77.607667,temperature,28.3,,false,,degC,,28.3,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-06-08,13.094333,77.607667,colour,80,,false,,Hazen,,80,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-06-08,13.094333,77.607667,turbidity,11.4,,false,,NTU,,11.4,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-06-08,13.094333,77.607667,ph,7.53,,false,,,,7.53,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-06-08,13.094333,77.607667,conductivity,1733,,false,,uS/cm,,1733,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-06-08,13.094333,77.607667,orp,-42,,false,,mV,,-42,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-06-08,13.094333,77.607667,dissolvedOxygen,0.00,,false,,mg/L,,0.00,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-06-08,13.094333,77.607667,nitrate,2.64,,false,,mg/L,,2.64,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-06-08,13.094333,77.607667,totalAlkalinity,507,,false,,mg/L,,507,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-06-08,13.094333,77.607667,fecalColiform,20000,,false,,MPN/100mL,,2.0E+04,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-06-08,13.094333,77.607667,tss,80,,false,,mg/L,,80,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-06-08,13.094333,77.607667,bod,38.00,,false,,mg/L,,38.00,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-06-08,13.094333,77.607667,dissolvedBod,18.00,,false,,mg/L,,18.00,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-06-08,13.094333,77.607667,cod,49.2,,false,,mg/L,,49.2,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-06-08,13.094333,77.607667,dissolvedCod,29.5,,false,,mg/L,,29.5,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-06-08,13.094333,77.607667,phosphate,2.9,,false,,mg/L,,2.9,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2016-06-08,13.094333,77.607667,chlorophyllA,,,false,,mg/m3,,-,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-06-08,13.0802,77.614667,temperature,32.3,,false,,degC,,32.3,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-06-08,13.0802,77.614667,colour,60,,false,,Hazen,,60,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-06-08,13.0802,77.614667,turbidity,79.3,,false,,NTU,,79.3,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-06-08,13.0802,77.614667,ph,9.10,,false,,,,9.10,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-06-08,13.0802,77.614667,conductivity,1124,,false,,uS/cm,,1124,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-06-08,13.0802,77.614667,orp,-136,,false,,mV,,-136,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-06-08,13.0802,77.614667,dissolvedOxygen,16.30,,false,,mg/L,,16.30,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-06-08,13.0802,77.614667,nitrate,8.80,,false,,mg/L,,8.80,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-06-08,13.0802,77.614667,totalAlkalinity,269,,false,,mg/L,,269,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-06-08,13.0802,77.614667,fecalColiform,2000,,false,,MPN/100mL,,2.0E+03,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-06-08,13.0802,77.614667,tss,50,,false,,mg/L,,50,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-06-08,13.0802,77.614667,bod,21.00,,false,,mg/L,,21.00,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-06-08,13.0802,77.614667,dissolvedBod,3.40,,false,,mg/L,,3.40,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-06-08,13.0802,77.614667,cod,88.6,,false,,mg/L,,88.6,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-06-08,13.0802,77.614667,dissolvedCod,59.1,,false,,mg/L,,59.1,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-06-08,13.0802,77.614667,phosphate,1.1,,false,,mg/L,,1.1,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2016-06-08,13.0802,77.614667,chlorophyllA,65,,false,,mg/m3,,65,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-06-08,,,temperature,29.5,,false,,degC,,29.5,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-06-08,,,colour,80,,false,,Hazen,,80,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-06-08,,,turbidity,68.4,,false,,NTU,,68.4,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-06-08,,,ph,8.99,,false,,,,8.99,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-06-08,,,conductivity,1141,,false,,uS/cm,,1141,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-06-08,,,orp,-115,,false,,mV,,-115,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-06-08,,,dissolvedOxygen,8.30,,false,,mg/L,,8.30,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-06-08,,,nitrate,7.92,,false,,mg/L,,7.92,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-06-08,,,totalAlkalinity,297,,false,,mg/L,,297,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-06-08,,,fecalColiform,1100,,false,,MPN/100mL,,1.1E+03,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-06-08,,,tss,30,,false,,mg/L,,30,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-06-08,,,bod,23.00,,false,,mg/L,,23.00,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-06-08,,,dissolvedBod,3.00,,false,,mg/L,,3.00,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-06-08,,,cod,128.0,,false,,mg/L,,128.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-06-08,,,dissolvedCod,68.9,,false,,mg/L,,68.9,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-06-08,,,phosphate,0.6,,false,,mg/L,,0.6,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2016-06-08,,,chlorophyllA,60,,false,,mg/m3,,60,jakkur-2015
nwmp-2021,4506,4506,ABBIGERE LAKE,LAKE,2021,,,temperature,25.0,,false,,degC,min,25.0,nwmp-2021
nwmp-2021,4506,4506,ABBIGERE LAKE,LAKE,2021,,,temperature,25.0,,false,,degC,max,25.0,nwmp-2021
nwmp-2021,4506,4506,ABBIGERE LAKE,LAKE,2021,,,dissolvedOxygen,0.3,,false,,mg/L,min,0.3,nwmp-2021
nwmp-2021,4506,4506,ABBIGERE LAKE,LAKE,2021,,,dissolvedOxygen,7.2,,false,,mg/L,max,7.2,nwmp-2021
nwmp-2021,4506,4506,ABBIGERE LAKE,LAKE,2021,,,ph,6.5,,false,,,min,6.5,nwmp-2021
nwmp-2021,4506,4506,ABBIGERE LAKE,LAKE,2021,,,ph,8.1,,false,,,max,8.1,nwmp-2021
nwmp-2021,4506,4506,ABBIGERE LAKE,LAKE,2021,,,conductivity,226,,false,,uS/cm,min,226,nwmp-2021
nwmp-2021,4506,4506,ABBIGERE LAKE,LAKE,2021,,,conductivity,1399,,false,,uS/cm,max,1399,nwmp-2021
nwmp-2021,4506,4506,ABBIGERE LAKE,LAKE,2021,,,bod,3.0,,false,,mg/L,min,3.0,nwmp-2021
nwmp-2021,4506,4506,ABBIGERE LAKE,LAKE,2021,,,bod,42.0,,false,,mg/L,max,42.0,nwmp-2021
nwmp-2021,4506,4506,ABBIGERE LAKE,LAKE,2021,,,nitrateNitrite,0.70,,false,,mg/L as N,min,0.70,nwmp-2021
nwmp-2021,4506,4506,ABBIGERE LAKE,LAKE,2021,,,nitrateNitrite,3.00,,false,,mg/L as N,max,3.00,nwmp-2021
nwmp-2021,4506,4506,ABBIGERE LAKE,LAKE,2021,,,fecalColiform,4600,,false,,MPN/100mL,min,4600,nwmp-2021
nwmp-2021,4506,4506,ABBIGERE LAKE,LAKE,2021,,,fecalColiform,940000,,false,,MPN/100mL,max,940000,nwmp-2021
nwmp-2021,4506,4506,ABBIGERE LAKE,LAKE,2021,,,totalColiform,35000,,false,,MPN/100mL,min,35000,nwmp-2021
nwmp-2021,4506,4506,ABBIGERE LAKE,LAKE,2021,,,totalColiform,5400000,,false,,MPN/100mL,max,5400000,nwmp-2021
nwmp-2021,3612,3612,AGARAM LAKE,LAKE,2021,,,temperature,25.0,,false,,degC,min,25.0,nwmp-2021
nwmp-2021,3612,3612,AGARAM LAKE,LAKE,2021,,,temperature,25.0,,false,,degC,max,25.0,nwmp-2021
nwmp-2021,3612,3612,AGARAM LAKE,LAKE,2021,,,dissolvedOxygen,1.9,,false,,mg/L,min,1.9,nwmp-2021
nwmp-2021,3612,3612,AGARAM LAKE,LAKE,2021,,,dissolvedOxygen,7.0,,false,,mg/L,max,7.0,nwmp-2021
nwmp-2021,3612,3612,AGARAM LAKE,LAKE,2021,,,ph,6.5,,false,,,min,6.5,nwmp-2021
nwmp-2021,3612,3612,AGARAM LAKE,LAKE,2021,,,ph,7.7,,false,,,max,7.7,nwmp-2021
nwmp-2021,3612,3612,AGARAM LAKE,LAKE,2021,,,conductivity,324,,false,,uS/cm,min,324,nwmp-2021
nwmp-2021,3612,3612,AGARAM LAKE,LAKE,2021,,,conductivity,1268,,false,,uS/cm,max,1268,nwmp-2021
nwmp-2021,3612,3612,AGARAM LAKE,LAKE,2021,,,bod,4.0,,false,,mg/L,min,4.0,nwmp-2021
nwmp-2021,3612,3612,AGARAM LAKE,LAKE,2021,,,bod,22.0,,false,,mg/L,max,22.0,nwmp-2021
nwmp-2021,3612,3612,AGARAM LAKE,LAKE,2021,,,nitrateNitrite,1.50,,false,,mg/L as N,min,1.50,nwmp-2021
nwmp-2021,3612,3612,AGARAM LAKE,LAKE,2021,,,nitrateNitrite,5.70,,false,,mg/L as N,max,5.70,nwmp-2021
nwmp-2021,3612,3612,AGARAM LAKE,LAKE,2021,,,fecalColiform,3300,,false,,MPN/100mL,min,3300,nwmp-2021
nwmp-2021,3612,3612,AGARAM LAKE,LAKE,2021,,,fecalColiform,150000,,false,,MPN/100mL,max,150000,nwmp-2021
nwmp-2021,3612,3612,AGARAM LAKE,LAKE,2021,,,totalColiform,24000,,false,,MPN/100mL,min,24000,nwmp-2021
nwmp-2021,3612,3612,AGARAM LAKE,LAKE,2021,,,totalColiform,1600000,,false,,MPN/100mL,max,1600000,nwmp-2021
nwmp-2021,3628,3628,AMRUTHAHALLI LAKE,LAKE,2021,,,temperature,25.0,,false,,degC,min,25.0,nwmp-2021
nwmp-2021,3628,3628,AMRUTHAHALLI LAKE,LAKE,2021,,,temperature,25.0,,false,,degC,max,25.0,nwmp-2021
nwmp-2021,3628,3628,AMRUTHAHALLI LAKE,LAKE,2021,,,dissolvedOxygen,4.2,,false,,mg/L,min,4.2,nwmp-2021
nwmp-2021,3628,3628,AMRUTHAHALLI LAKE,LAKE,2021,,,dissolvedOxygen,6.6,,false,,mg/L,max,6.6,nwmp-2021
nwmp-2021,3628,3628,AMRUTHAHALLI LAKE,LAKE,2021,,,ph,6.6,,false,,,min,6.6,nwmp-2021
nwmp-2021,3628,3628,AMRUTHAHALLI LAKE,LAKE,2021,,,ph,7.6,,false,,,max,7.6,nwmp-2021
nwmp-2021,3628,3628,AMRUTHAHALLI LAKE,LAKE,2021,,,conductivity,449,,false,,uS/cm,min,449,nwmp-2021
nwmp-2021,3628,3628,AMRUTHAHALLI LAKE,LAKE,2021,,,conductivity,963,,false,,uS/cm,max,963,nwmp-2021
nwmp-2021,3628,3628,AMRUTHAHALLI LAKE,LAKE,2021,,,bod,3.0,,false,,mg/L,min,3.0,nwmp-2021
nwmp-2021,3628,3628,AMRUTHAHALLI LAKE,LAKE,2021,,,bod,8.0,,false,,mg/L,max,8.0,nwmp-2021
nwmp-2021,3628,3628,AMRUTHAHALLI LAKE,LAKE,2021,,,nitrateNitrite,0.30,,false,,mg/L as N,min,0.30,nwmp-2021
nwmp-2021,3628,3628,AMRUTHAHALLI LAKE,LAKE,2021,,,nitrateNitrite,2.60,,false,,mg/L as N,max,2.60,nwmp-2021
nwmp-2021,3628,3628,AMRUTHAHALLI LAKE,LAKE,2021,,,fecalColiform,2300,,false,,MPN/100mL,min,2300,nwmp-2021
nwmp-2021,3628,3628,AMRUTHAHALLI LAKE,LAKE,2021,,,fecalColiform,1100000,,false,,MPN/100mL,max,1100000,nwmp-2021
nwmp-2021,3628,3628,AMRUTHAHALLI LAKE,LAKE,2021,,,totalColiform,24000,,false,,MPN/100mL,min,24000,nwmp-2021
nwmp-2021,3628,3628,AMRUTHAHALLI LAKE,LAKE,2021,,,totalColiform,3500000,,false,,MPN/100mL,max,3500000,nwmp-2021
nwmp-2021,4096,4096,"ANDHRAHALLI LAKE, ANDHRAHALLI, BENGALURU",LAKE,2021,,,temperature,25.0,,false,,degC,min,25.0,nwmp-2021
nwmp-2021,4096,4096,"ANDHRAHALLI LAKE, ANDHRAHALLI, BENGALURU",LAKE,2021,,,temperature,25.0,,false,,degC,max,25.0,nwmp-2021
nwmp-2021,4096,4096,"ANDHRAHALLI LAKE, ANDHRAHALLI, BENGALURU",LAKE,2021,,,dissolvedOxygen,0.3,,false,,mg/L,min,0.3,nwmp-2021
nwmp-2021,4096,4096,"ANDHRAHALLI LAKE, ANDHRAHALLI, BENGALURU",LAKE,2021,,,dissolvedOxygen,6.2,,false,,mg/L,max,6.2,nwmp-2021
nwmp-2021,4096,4096,"ANDHRAHALLI LAKE, ANDHRAHALLI, BENGALURU",LAKE,2021,,,ph,6.3,,false,,,min,6.3,nwmp-2021
nwmp-2021,4096,4096,"ANDHRAHALLI LAKE, ANDHRAHALLI, BENGALURU",LAKE,2021,,,ph,7.2,,false,,,max,7.2,nwmp-2021
nwmp-2021,4096,4096,"ANDHRAHALLI LAKE, ANDHRAHALLI, BENGALURU",LAKE,2021,,,conductivity,358,,false,,uS/cm,min,358,nwmp-2021
nwmp-2021,4096,4096,"ANDHRAHALLI LAKE, ANDHRAHALLI, BENGALURU",LAKE,2021,,,conductivity,1637,,false,,uS/cm,max,1637,nwmp-2021
nwmp-2021,4096,4096,"ANDHRAHALLI LAKE, ANDHRAHALLI, BENGALURU",LAKE,2021,,,bod,4.0,,false,,mg/L,min,4.0,nwmp-2021
nwmp-2021,4096,4096,"ANDHRAHALLI LAKE, ANDHRAHALLI, BENGALURU",LAKE,2021,,,bod,29.0,,false,,mg/L,max,29.0,nwmp-2021
nwmp-2021,4096,4096,"ANDHRAHALLI LAKE, ANDHRAHALLI, BENGALURU",LAKE,2021,,,nitrateNitrite,0.30,,false,,mg/L as N,min,0.30,nwmp-2021
nwmp-2021,4096,4096,"ANDHRAHALLI LAKE, ANDHRAHALLI, BENGALURU",LAKE,2021,,,nitrateNitrite,2.20,,false,,mg/L as N,max,2.20,nwmp-2021
nwmp-2021,4096,4096,"ANDHRAHALLI LAKE, ANDHRAHALLI, BENGALURU",LAKE,2021,,,fecalColiform,3400,,false,,MPN/100mL,min,3400,nwmp-2021
nwmp-2021,4096,4096,"ANDHRAHALLI LAKE, ANDHRAHALLI, BENGALURU",LAKE,2021,,,fecalColiform,700000,,false,,MPN/100mL,max,700000,nwmp-2021
nwmp-2021,4096,4096,"ANDHRAHALLI LAKE, ANDHRAHALLI, BENGALURU",LAKE,2021,,,totalColiform,24000,,false,,MPN/100mL,min,24000,nwmp-2021
nwmp-2021,4096,4096,"ANDHRAHALLI LAKE, ANDHRAHALLI, BENGALURU",LAKE,2021,,,totalColiform,5400000,,false,,MPN/100mL,max,5400000,nwmp-2021
nwmp-2021,3615,3615,ARAKERE LAKE,LAKE,2021,,,temperature,25.0,,false,,degC,min,25.0,nwmp-2021
nwmp-2021,3615,3615,ARAKERE LAKE,LAKE,2021,,,temperature,25.0,,false,,degC,max,25.0,nwmp-2021
nwmp-2021,3615,3615,ARAKERE LAKE,LAKE,2021,,,dissolvedOxygen,4.6,,false,,mg/L,min,4.6,nwmp-2021
