wbcId,miId,objectId,state,district,taluk,village,waterBodyTypeCode,waterBodyType,lat,lon,ruralOrUrban,enumerationDate,khasraNumber,ownership,use,inUse,nature,maxDepthWhenFull,storageCapacity,waterSpreadArea,encroached,photoUrl,remarks,uuid,districtNwic,districtIw,districtCode,subdistrictNwic,subdistrictCode,villageNwic,villageCode,source
1/12/002/000001/000163/001,5958999,567759,KA,BANGALORE URBAN,ANEKAL,SOPPAHALLI,02,Tank,12.7330556,77.6769444,Rural,2022-05-10,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000163001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Sidihosakote,613311,wbc-2017-18
1/12/002/000001/000163/002,5959004,567760,KA,BANGALORE URBAN,ANEKAL,SOPPAHALLI,02,Tank,12.7633333,77.6761111,Rural,2022-05-10,2,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000163002.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Lingapura,613294,wbc-2017-18
1/12/002/000001/000164/001,5959005,567687,KA,BANGALORE URBAN,ANEKAL,KUMBARANAHALLI,02,Tank,12.7502778,77.6608333,Rural,2022-05-10,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000164001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Kumbaranahalli,613296,wbc-2017-18
1/12/002/000001/000165/001,5958860,567762,KA,BANGALORE URBAN,ANEKAL,SURAGAJAKKANAHALLI,02,Tank,12.7375,77.6638889,Rural,2022-05-06,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000165001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Suragajakkanahalli,613297,wbc-2017-18
1/12/002/000001/000169/001,5958755,567622,KA,BANGALORE URBAN,ANEKAL,CHIKKANAHALLI,02,Tank,12.7180556,77.6472222,Rural,2022-05-05,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000169001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Thimmasandra,613300,wbc-2017-18
1/12/002/000001/000172/001,5958754,567665,KA,BANGALORE URBAN,ANEKAL,INDLAWADIPURA,02,Tank,12.7161111,77.6419444,Rural,2022-05-05,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000172001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Indlawadipura,613304,wbc-2017-18
1/12/002/000001/000173/001,5958753,567766,KA,BANGALORE URBAN,ANEKAL,THAMMANAIKANAHALLI,02,Tank,12.7027778,77.6394444,Rural,2022-05-05,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000173001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Chikka Hosahalli,613306,wbc-2017-18
1/12/002/000001/000174/001,5958751,567619,KA,BANGALORE URBAN,ANEKAL,CHIKKA HOSAHALLI,02,Tank,12.7025,77.6466667,Rural,2022-05-05,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000174001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Chikka Hosahalli,613306,wbc-2017-18
1/12/002/000001/000176/001,5958863,567586,KA,BANGALORE URBAN,ANEKAL,A MEDIHALLI,02,Tank,12.7211111,77.6725,Rural,2022-05-06,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000176001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Gowrenahalli,613309,wbc-2017-18
1/12/002/000001/000178/001,5958855,567653,KA,BANGALORE URBAN,ANEKAL,HONNAKALASAPURA,02,Tank,12.7258333,77.6775,Rural,2022-05-06,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000178001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Honnakalasapura,613310,wbc-2017-18
1/12/002/000001/000179/001,5958857,567753,KA,BANGALORE URBAN,ANEKAL,SIDIHOSAKOTE,02,Tank,12.7319444,77.6736111,Rural,2022-05-06,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000179001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Suragajakkanahalli,613297,wbc-2017-18
1/12/002/000001/000180/001,5958998,567678,KA,BANGALORE URBAN,ANEKAL,KEMPAVADERAHALLI,02,Tank,12.7416667,77.6836111,Rural,2022-05-10,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000180001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Soppahalli,613295,wbc-2017-18
1/12/002/000001/000181/001,5959002,567626,KA,BANGALORE URBAN,ANEKAL,DODDA HAGADE,02,Tank,12.7544444,77.6969444,Rural,2022-05-10,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000181001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Byagadadenahalli,613315,wbc-2017-18
1/12/002/000001/000184/001,5959033,567707,KA,BANGALORE URBAN,ANEKAL,MARASUR,02,Tank,12.7577778,77.7161111,Rural,2022-05-11,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000184001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Madivala,613318,wbc-2017-18
1/12/002/000001/000184/002,5959034,567708,KA,BANGALORE URBAN,ANEKAL,MARASUR,02,Tank,12.7608333,77.7097222,Rural,2022-05-11,2,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000184002.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Marasur,613316,wbc-2017-18
1/12/002/000001/000184/003,5959037,567709,KA,BANGALORE URBAN,ANEKAL,MARASUR,02,Tank,12.7702778,77.6933333,Rural,2022-05-11,3,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000184003.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Naganaikanahalli,613317,wbc-2017-18
1/12/002/000001/000186/001,5959035,567695,KA,BANGALORE URBAN,ANEKAL,MADIVALA,02,Tank,12.7713889,77.7186111,Rural,2022-05-11,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000186001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Madivala,613318,wbc-2017-18
1/12/002/000001/000186/002,5959036,567694,KA,BANGALORE URBAN,ANEKAL,MADIVALA,02,Tank,12.7541667,77.735,Rural,2022-05-11,2,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000186002.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Mayasandra,613278,wbc-2017-18
1/12/002/000001/000188/001,5958849,567710,KA,BANGALORE URBAN,ANEKAL,MARASUR AGRAHARA,02,Tank,12.7636111,77.7238889,Rural,2022-05-06,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000188001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Madivala,613318,wbc-2017-18
1/12/002/000001/000189/001,5958744,567768,KA,BANGALORE URBAN,ANEKAL,THATTANAHALLI,02,Tank,12.7386111,77.7344444,Rural,2022-05-05,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000189001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Thattanahalli,613321,wbc-2017-18
1/12/002/000001/000189/002,5958746,567767,KA,BANGALORE URBAN,ANEKAL,THATTANAHALLI,02,Tank,12.7463889,77.7219444,Rural,2022-05-05,2,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000189002.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Thattanahalli,613321,wbc-2017-18
1/12/002/000001/000190/001,5958966,567592,KA,BANGALORE URBAN,ANEKAL,AVADADENAHALLI,02,Tank,12.7108333,77.6986111,Rural,2022-05-09,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000190001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Anekal,253189,wbc-2017-18
1/12/002/000001/000192/001,5958891,567585,KA,BANGALORE URBAN,ANEKAL,AMANI DODDAKERE,02,Tank,12.7341667,77.6933333,Rural,2022-05-07,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000192001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Amani Doddakere,613324,wbc-2017-18
1/12/002/000001/000194/001,5958747,567588,KA,BANGALORE URBAN,ANEKAL,ANEKAL (RURAL),02,Tank,12.7066667,77.6947222,Rural,2022-05-05,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000194001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Anekal,253189,wbc-2017-18
1/12/002/000001/000196/001,5958750,567761,KA,BANGALORE URBAN,ANEKAL,SUNAVARA,02,Tank,12.6947222,77.6786111,Rural,2022-05-05,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000196001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Sunavara,613328,wbc-2017-18
1/12/002/000001/000197/001,5959241,567732,KA,BANGALORE URBAN,ANEKAL,PATNAGERE GOLLAHALLI,02,Tank,12.6913889,77.6838889,Rural,2022-05-17,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000197001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Patnagere Gollahalli,613329,wbc-2017-18
1/12/002/000001/000197/002,5959242,567733,KA,BANGALORE URBAN,ANEKAL,PATNAGERE GOLLAHALLI,02,Tank,12.7066667,77.6891667,Rural,2022-05-17,2,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000197002.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Anekal,253189,wbc-2017-18
1/12/002/000001/000203/001,5958865,567755,KA,BANGALORE URBAN,ANEKAL,SINGASANDRA,02,Tank,12.6897222,77.6997222,Rural,2022-05-06,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000203001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Hompalaghatta,613337,wbc-2017-18
1/12/002/000001/000203/002,5958866,567754,KA,BANGALORE URBAN,ANEKAL,SINGASANDRA,02,Tank,12.6888889,77.6980556,Rural,2022-05-06,2,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000203002.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Hompalaghatta,613337,wbc-2017-18
1/12/002/000001/000204/001,5958864,567765,KA,BANGALORE URBAN,ANEKAL,TELAGARAHALLI,02,Tank,12.6897222,77.6922222,Rural,2022-05-06,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000204001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Telagarahalli,613336,wbc-2017-18
1/12/002/000001/000204/002,5958867,567763,KA,BANGALORE URBAN,ANEKAL,TELAGARAHALLI,02,Tank,12.695,77.6947222,Rural,2022-05-06,2,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000204002.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Anekal Rural,613326,wbc-2017-18
1/12/002/000001/000204/003,5958868,567764,KA,BANGALORE URBAN,ANEKAL,TELAGARAHALLI,02,Tank,12.6955556,77.6908333,Rural,2022-05-06,3,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000204003.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Anekal Rural,613326,wbc-2017-18
1/12/002/000001/000205/001,5958748,567652,KA,BANGALORE URBAN,ANEKAL,HOMPALAGHATTA,02,Tank,12.6811111,77.6961111,Rural,2022-05-05,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000205001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Singasandra,613335,wbc-2017-18
1/12/002/000001/000210/001,5958967,567719,KA,BANGALORE URBAN,ANEKAL,MUTHAGATTI,02,Tank,12.7008333,77.7177778,Rural,2022-05-09,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000210001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Muthagatti,613342,wbc-2017-18
1/12/002/000001/000211/001,5958982,567688,KA,BANGALORE URBAN,ANEKAL,KURUBARAHATTI,02,Tank,12.7066667,77.7044444,Rural,2022-05-10,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000211001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Anekal,253189,wbc-2017-18
1/12/002/000001/000212/001,5958738,567639,KA,BANGALORE URBAN,ANEKAL,HALDENAHALLI,02,Tank,12.7177778,77.7097222,Rural,2022-05-05,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000212001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Haldenahalli,613344,wbc-2017-18
1/12/002/000001/000212/002,5958739,567640,KA,BANGALORE URBAN,ANEKAL,HALDENAHALLI,02,Tank,12.7238889,77.7136111,Rural,2022-05-05,2,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000212002.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Haldenahalli,613344,wbc-2017-18
1/12/002/000001/000216/001,5958980,567604,KA,BANGALORE URBAN,ANEKAL,BESTAMMANAHALLI,02,Tank,12.7297222,77.7194444,Rural,2022-05-10,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000216001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Karpur,613349,wbc-2017-18
1/12/002/000001/000217/001,5958741,567677,KA,BANGALORE URBAN,ANEKAL,KARPUR,02,Tank,12.7277778,77.7133333,Rural,2022-05-05,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000217001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Karpur,613349,wbc-2017-18
1/12/002/000001/000218/001,5958969,567609,KA,BANGALORE URBAN,ANEKAL,BIDARAGERE,02,Tank,12.7155556,77.7108333,Rural,2022-05-09,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000218001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Haldenahalli,613344,wbc-2017-18
1/12/002/000001/000219/001,5958970,567735,KA,BANGALORE URBAN,ANEKAL,RACHAMANAHALLI,02,Tank,12.7319444,77.7177778,Rural,2022-05-09,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000219001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Karpur,613349,wbc-2017-18
1/12/002/000001/000219/002,5958974,567734,KA,BANGALORE URBAN,ANEKAL,RACHAMANAHALLI,02,Tank,12.7108333,77.7488889,Rural,2022-05-10,2,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000219002.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Samandur,613353,wbc-2017-18
1/12/002/000001/000219/003,5958976,567736,KA,BANGALORE URBAN,ANEKAL,RACHAMANAHALLI,02,Tank,12.7288889,77.7402778,Rural,2022-05-10,3,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000219003.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,M Medihalli,613279,wbc-2017-18
1/12/002/000001/000220/001,5958972,567618,KA,BANGALORE URBAN,ANEKAL,CHANNENA AGRAHARA,02,Tank,12.7125,77.7338889,Rural,2022-05-10,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000220001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Channena Agrahara,613352,wbc-2017-18
1/12/002/000001/000222/001,5958691,567614,KA,BANGALORE URBAN,ANEKAL,BUJANGADASANAKERE,02,Tank,12.8230556,77.6116667,Rural,2022-05-05,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000222001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Sakalawara,613143,wbc-2017-18
1/12/002/000001/000226/001,5958616,567617,KA,BANGALORE URBAN,ANEKAL,BYALAHALLI,02,Tank,12.8116667,77.7941667,Rural,2022-05-04,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000226001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Byalahalli,613229,wbc-2017-18
1/12/002/000001/000227/001,5958776,567630,KA,BANGALORE URBAN,ANEKAL,GIDDENAHALLI,02,Tank,12.7655556,77.6186111,Rural,2022-05-06,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000227001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Mahanthalingapura,613151,wbc-2017-18
1/12/002/000002/000001/001,5959439,567846,KA,BANGALORE URBAN,BANGALORE NORTH,BYAPPANAHALLI,01,Pond,13.1255556,77.6494444,Rural,2022-05-26,,State WRD/State Irrigation,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000002000001001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Yelahanka,7103,Byappanahalli,612913,wbc-2017-18
1/12/002/000002/000002/001,5959342,567855,KA,BANGALORE URBAN,BANGALORE NORTH,CHAGALAHATTI,02,Tank,13.1238889,77.6672222,Rural,2022-05-24,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000002000002001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Yelahanka,7103,Chagalahatti,612914,wbc-2017-18
1/12/002/000002/000003/001,5948626,567834,KA,BANGALORE URBAN,BANGALORE NORTH,BAGALUR,02,Tank,13.1369444,77.6647222,Rural,2022-04-30,1,Panchayat,,No,Natural,1,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000002000003001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Yelahanka,7103,Bagalur,612915,wbc-2017-18
1/12/002/000002/000003/002,5948627,567835,KA,BANGALORE URBAN,BANGALORE NORTH,BAGALUR,02,Tank,13.1363889,77.6630556,Rural,2022-04-30,2,Panchayat,,No,Natural,1,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000002000003002.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Yelahanka,7103,Bagalur,612915,wbc-2017-18
1/12/002/000002/000013/001,5959346,567928,KA,BANGALORE URBAN,BANGALORE NORTH,MARALAKUNTE,02,Tank,13.1305556,77.7097222,Rural,2022-05-24,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000002000013001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Yelahanka,7103,Maralakunte,612927,wbc-2017-18
1/12/002/000002/000014/001,5959345,567864,KA,BANGALORE URBAN,BANGALORE NORTH,DASANAYAKANAHALLI,01,Pond,13.1161111,77.6916667,Rural,2022-05-24,,State WRD/State Irrigation,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000002000014001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Yelahanka,7103,Dasanayakanahalli,612928,wbc-2017-18
1/12/002/000002/000015/001,5959344,567931,KA,BANGALORE URBAN,BANGALORE NORTH,MARENAHALLI,02,Tank,13.1122222,77.6811111,Rural,2022-05-24,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000002000015001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Yelahanka,7103,Marenahalli,612929,wbc-2017-18
1/12/002/000002/000016/001,5959113,567929,KA,BANGALORE URBAN,BANGALORE NORTH,MARASANDRA,02,Tank,13.2175,77.5522222,Rural,2022-05-13,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000002000016001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Yelahanka,7103,Marasandra Amanikere,612832,wbc-2017-18
1/12/002/000002/000017/001,5959185,567832,KA,BANGALORE URBAN,BANGALORE NORTH,ARAKERE,02,Tank,13.1963889,77.5336111,Rural,2022-05-13,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000002000017001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Yelahanka,7103,Arakere,612835,wbc-2017-18
1/12/002/000002/000017/002,5959195,567831,KA,BANGALORE URBAN,BANGALORE NORTH,ARAKERE,02,Tank,13.1869444,77.5247222,Rural,2022-05-13,2,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000002000017002.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Yelahanka,7103,Budumanahalli,612842,wbc-2017-18
1/12/002/000002/000018/001,5959193,567853,KA,BANGALORE URBAN,BANGALORE NORTH,BYRAPURA,02,Tank,13.2047222,77.5205556,Rural,2022-05-13,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000002000018001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Yelahanka,7103,Tank,999999,wbc-2017-18
1/12/002/000002/000018/002,5959209,567854,KA,BANGALORE URBAN,BANGALORE NORTH,BYRAPURA,02,Tank,13.2047222,77.5197222,Rural,2022-05-14,2,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000002000018002.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Yelahanka,7103,Tank,999999,wbc-2017-18
1/12/002/000002/000021/001,5959189,567950,KA,BANGALORE URBAN,BANGALORE NORTH,SEERESANDRA,02,Tank,13.1908333,77.4805556,Rural,2022-05-13,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000002000021001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Yelahanka,7103,Seeresandra,612839,wbc-2017-18
1/12/002/000002/000021/002,5959203,567949,KA,BANGALORE URBAN,BANGALORE NORTH,SEERESANDRA,02,Tank,13.1894444,77.4825,Rural,2022-05-14,2,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000002000021002.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Yelahanka,7103,Seeresandra,612839,wbc-2017-18
1/12/002/000002/000022/001,5959190,567849,KA,BANGALORE URBAN,BANGALORE NORTH,BYATHA,02,Tank,13.1777778,77.4888889,Rural,2022-05-13,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000002000022001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Yelahanka,7103,Byatha,612840,wbc-2017-18
1/12/002/000002/000022/002,5959201,567847,KA,BANGALORE URBAN,BANGALORE NORTH,BYATHA,02,Tank,13.1894444,77.4825,Rural,2022-05-14,2,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000002000022002.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Yelahanka,7103,Seeresandra,612839,wbc-2017-18
1/12/002/000002/000022/003,5959202,567848,KA,BANGALORE URBAN,BANGALORE NORTH,BYATHA,02,Tank,13.1622222,77.4927778,Rural,2022-05-14,3,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000002000022003.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Yelahanka,7103,Tank,999999,wbc-2017-18
1/12/002/000002/000023/001,5959187,567897,KA,BANGALORE URBAN,BANGALORE NORTH,KAKOLU,02,Tank,13.1930556,77.505,Rural,2022-05-13,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000002000023001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Yelahanka,7103,Sonnenahalli,612826,wbc-2017-18
1/12/002/000002/000023/002,5959197,567896,KA,BANGALORE URBAN,BANGALORE NORTH,KAKOLU,02,Tank,13.1902778,77.5069444,Rural,2022-05-14,2,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000002000023002.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Yelahanka,7103,Tank,999999,wbc-2017-18
1/12/002/000002/000024/001,5959186,567843,KA,BANGALORE URBAN,BANGALORE NORTH,BUDUMANAHALLI,02,Tank,13.1894444,77.5258333,Rural,2022-05-13,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000002000024001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Yelahanka,7103,Budumanahalli,612842,wbc-2017-18
