Tank ID,Tank Name,Tank Owner,District,Taluk,GPName,VillageName,Command Area (Ha),Tank Spread Area (Ha),Storage Capacity (MCFT),Designed Water Utilization (MCFT),Embankment Type,Embankment Height (m),Embankment Top Width (m),Embankment Length (m),Waste Weir Type,Kodi Length Details,Waste Weir Flow (cumecs)
KA28040441,Yellampalli Uramundinakere,Minor Irrigation Department,Chikkaballapura,Bagepalli,Yellampalli,Yallampalli,132,70.85,28.75,72,Zonal,4,1.8,840,Sloping Apron,10.36,45.87
KA28040435,Gadidam Kere,Minor Irrigation Department,Chikkaballapura,Bagepalli,ULB-Bagepalli-TMC,Bagepalli,170,54.25,29.53,84,Zonal,5,2,560,Clear Over Fall,10.25,8.07
KA28040438,Chinnaganapalli Yerragudi Kere,Minor Irrigation Department,Chikkaballapura,Bagepalli,Somanathapur,Chinnaganapalli,336,25.5,12.67,75,Zonal,3.5,2,510,Sloping Apron,10.36,105.57
KA28040431,Tuligal Gudibanda Kere,Minor Irrigation Department,Chikkaballapura,Bagepalli,Puligallu,Pulagallu,306,19.43,7.32,50,Zonal,3.5,2,570,Clear Over Fall,14,144.53
KA28040538,Krishinapuradasavanthankute,Minor Irrigation Department,Chikkaballapura,Bagepalli,Gantumvaripalli,Puttaparthi,148,27.53,15.68,70,Zonal,4,2,630,Clear Over Fall,12.65,49.48
KA28040436,Mulapalli  Kere,Minor Irrigation Department,Chikkaballapura,Bagepalli,Devaragudipalli,Mallasandra,247,70.04,29.08,70,Zonal,4,2.5,1170,Sloping Apron,10.12,71.63
KA28040437,Agutimadike Kere,Minor Irrigation Department,Chikkaballapura,Bagepalli,Thollapalli,Thollapalli,258,35.62,20.45,75,Zonal,4.5,2,450,Sloping Apron,10.25,50.27
KA28040447,Naremaddepalli Kere,Minor Irrigation Department,Chikkaballapura,Bagepalli,Naremuddepalli,Naramuddepalli,478,99.19,59.14,75,Zonal,4.5,2.5,1200,Sloping Apron,14.36,48.01
KA28040430,Vandaman New,Minor Irrigation Department,Chikkaballapura,Bagepalli,Racheravu,Arigevaragutta,165,13.77,23,64.52,Zonal,4.5,2,810,Sloping Apron,12.5,87.34
KA28040433,Nallappareddipalli Kere,Minor Irrigation Department,Chikkaballapura,Bagepalli,Nallapareddypalli,Nallappareddipalli,259,49.39,44.69,72,Zonal,6,2,480,Clear Over Fall,12.56,92.06
KA28040434,Guluru Kere,Minor Irrigation Department,Chikkaballapura,Bagepalli,Gulur,Guluru,176,33.6,21.69,78,Zonal,4.5,2,960,Sloping Apron,14,73.83
KA28040429,G.Maddepalli Kere,Minor Irrigation Department,Chikkaballapura,Bagepalli,Thimamapalli,G. Muddgepalli,115,54.65,26.39,80,Zonal,4,2,650,Sloping Apron,12.65,69.12
KA28040445,Rascheravu Kere,Minor Irrigation Department,Chikkaballapura,Bagepalli,Racheravu,Rascheravu,244,54.65,24.22,72,Zonal,4,2,840,Clear Over Fall,12.56,194.8
KA28040422,Billie Kere,Minor Irrigation Department,Chikkaballapura,Bagepalli,Billur,Billuru,676,48.58,92.87,75,Zonal,5,2.5,960,Sloping Apron,12.56,81.69
KA28040420,Boyinavaripalli Kere,Minor Irrigation Department,Chikkaballapura,Bagepalli,Thimamapalli,Guttapalya,123,36.03,24.3,80,Zonal,4,2,440,Sloping Apron,10.12,43.98
KA28040428,Marganakunta Kere,Minor Irrigation Department,Chikkaballapura,Bagepalli,Marganukunte,Marganakunte,153,36.43,30.31,75,Zonal,4.2,2,345,Sloping Apron,13.64,42.73
KA28040427,Tesalparthi New,Minor Irrigation Department,Chikkaballapura,Bagepalli,Kothakote,Pesalaparthi,111.15,13.59,14.63,90,Homogeneous,5.2,2.5,780,Clear Over Fall,12.63,9.94
KA28040539,Taragodu Mangasandra Kere,Minor Irrigation Department,Chikkaballapura,Bagepalli,Paragodu,Mangasandra,150,37.24,21.43,70,Zonal,4.2,2,480,Clear Over Fall,12.63,84.83
KA28040443,Achepalli Kere,Minor Irrigation Department,Chikkaballapura,Bagepalli,Yellampalli,Achepalli,300,25.5,12.2,70,Zonal,4,2.5,675,Sloping Apron,14.36,71.63
KA28040423,Somanathapura Kere,Minor Irrigation Department,Chikkaballapura,Bagepalli,Somanathapur,Somanathapura,226,20.24,14.26,80,Zonal,5,2.5,240,Clear Over Fall,12.5,84.83
KA28040442,Taragodu Kere,Minor Irrigation Department,Chikkaballapura,Bagepalli,Paragodu,Paragodu,136,23.07,9.93,71,Zonal,4.5,1.8,780,Sloping Apron,12.56,43.98
KA28040449,Tatapalya Kere,Minor Irrigation Department,Chikkaballapura,Bagepalli,Pathapalya,Pathapalya,462,61.53,51.22,75,Zonal,4,2,630,Clear Over Fall,13.64,76.97
KA28040440,Karkuru Kere,Minor Irrigation Department,Chikkaballapura,Bagepalli,Devaragudipalli,Karakuru,197,89.47,29.76,75,Zonal,4,2,840,Clear Over Fall,14.36,103.68
KA28040439,Yallampalli Sanjeevammana Kere,Minor Irrigation Department,Chikkaballapura,Bagepalli,Yellampalli,Yallampalli,195,40.08,21.6,69,Zonal,3.5,2,810,Clear Over Fall,12.5,83.65
KA28040448,Tatapalya Kadhirammana Kere,Minor Irrigation Department,Chikkaballapura,Bagepalli,Pathapalya,Pathapalya,298,23.48,17.77,70,Zonal,4,2,570,Sloping Apron,12.56,56.55
KA28040432,Tuligalreddi Kere,Minor Irrigation Department,Chikkaballapura,Bagepalli,Puligallu,Pulagallu,189,30.36,13.28,70,Zonal,4,2,400,Clear Over Fall,13.64,117.82
KA28020141,Teresandra Hoskere,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,Perasandra,Boinahalli,190,9.2,121.45,42,Zonal,3.8,2.5,222,Over Fall,10.45,125.68
KA28020051, ,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,Mandikal,Parenahalli,,,,, ,,,, ,,
KA28020136,Toornasagara,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,Doddapailagurki,Poornasagar A.kere,75,52.63,50.18,210,Zonal,8.4,2.5,440,Over Fall,14.36,47.13
KA28020129,Chikkapailagurki,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,Doddapailagurki,Samasenahalli,210,40.5,10.17,98.3,Zonal,3.3,2.5,510,Flush Escape,12.5,64.88
KA28020142,Reddihalli,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,Doddapailagurki,Reddihalli Amanikere,102,58.29,33.98,95.1,Zonal,4.5,2.5,780,Ogee Weir & Over Fall,10.36,43.36
KA28020177,Yerramavarapalli Thimmanayakana Kere,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,Gollahalli,Yaramarenahalli,101.21,30.4,27.63,190,Zonal,9,2.5,730,Flush Escape,9.6,109.87
KA28050292,Ramasamudra,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,Doddapailagurki,Koduru,874,190.28,280.18,196.13,Zonal,12.1,3.5,450,Over Fall,12.56,241.98
KA28020138,Teresandra Byrasagara,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,Perasandra,Peresandra,95,41.7,33.45,250,Zonal,6.3,2,450,Over Fall,14.3,74.77
KA28020176,Amani Marali,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,Doddamarali,Amani Doddamaralikere,95,32.79,14.64,87.04,Zonal,4.9,2.5,690,Over Fall,10.25,81.69
KA28020133,Kanithahalli,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,Kondenahalli,Kanathahalli,58,30.49,9.7,58,Zonal,5.5,2.5,540,Over Fall,12.56,98.77
KA28020134,Bommanahalli,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,Agalagurki,Srirampura,43,4.85,5.23,37.65,Zonal,3.5,2.5,660,"Over 
Fall -1",10.25,42.41
KA28020139,Hosahudya,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,Hosahudya,S.I.Hosahudya,67,64.77,12.55,67.2,Zonal,3.1,2.5,780,Over Fall,12.65,91.11
KA28020140,Jatavara,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,Hosahudya,S.I.Jathavara,2.9,63.52,8.63,42.1,Zonal,3,2.5,570,Flush Escape,12.63,21.99
KA28020126,Amanigopala Krishna,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,Patrenahalli,Gopalakrishna Amanikere,270,287.85,233.19,291,Zonal,6.1,2.5,1260,Flush Escape & Over Fall,11.3,57.97
KA28020127,Kandavara Amanikere,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,ULB-Chikkaballapur-CMC,Kandavara Amanikere,210,133.19,81.55,210,Zonal,6,2.5,1320,Ogee Weir,12.5,67.92
KA28020152, ,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,Thippanahalli,Thippenahalli,,,,, ,,,, ,,
KA28020128,Srinivasa Sagara,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,Poshottahalli,Balakuntahalli,486,125.5,157.6,486,Zonal,11.3,2.5,720,Ogee Weir,14,187.24
KA28020137,Rangadama,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,Thippanahalli,Dinnehosahalli,2.16,36.03,39.46,127.5,Zonal,7.8,2.5,1140,Ogee Weir & Flush Escape,14.36,53.07
KA28020130,Manchanabele Amanikere,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,Manchnabele,Manchabele Amanikere,153,92.71,53.32,153,Zonal,4.9,2.5,1110,Sloping Apron,9.6,121.91
KA28020144,Kathriguppe,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,Angarekanahalli,Kattariguppe,62,30.76,16.2,66,Zonal,5,2.5,985,Over Fall,13.64,72.26
KA28020135,Mustoor,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,Thippanahalli,Mushturu,42,19.43,6.01,42,Zonal,4.8,2.5,1110,Flush Escape,10.36,43.98
KA28020081, ,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,Angarekanahalli,Angarekhanahalli,,,,, ,,,, ,,
KA28020131,Marsanahalli Mavu Amanikere,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,Harobande,Mavuamanikere,73,63.15,48.88,88,Zonal,5,2.5,1200,Over Fall,14.3,62.84
KA28020132,Dibburu Hosakere,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,Dibburu,Dibburu,54.2,34.81,16.2,54.25,Zonal,4.7,2.5,810,Over Fall,10.12,50.27
KA28020079, ,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,Dibburu,Chalakayalaparthi,,,,, ,,,, ,,
KA28020012, ,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,Dibburu,Chalakayalaparthi,,,,, ,,,, ,,
KA28020074, ,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,Dibburu,Gangarekaluve,,,,, ,,,, ,,
KA28020143,Kasanakunte,Minor Irrigation Department,Chikkaballapura,Chik Ballapur,Dibburu,Gangarekaluve,42,22.26,16.99,291,Zonal,3.8,1.5,410,Over Fall,9.66,23.56
KA28060539,Kencharlakere Kere,Minor Irrigation Department,Chikkaballapura,Chintamani,Mindigal,Bodanamari,42.5,92.8,74,2.13,Zonal,9.3,2.1,900,Sloping Apron,10.12,874
KA28060534,Kotegallu Amanikere,Minor Irrigation Department,Chikkaballapura,Chintamani,Kotagal,Kotekallu,67.6,53.1,39.2,0.65,Zonal,8.56,1.4,390,Clear Over Fall,12.63,1149.12
KA28060546,Bhaktharahalli Nagalakunte,Minor Irrigation Department,Chikkaballapura,Chintamani,Kattariguppe,Bhaktharahalli,42,28.2,35.07,0.95,Zonal,9.6,1.5,210,Sloping Apron,12.65,1098.56
KA28060532,Hebbari Kere,Minor Irrigation Department,Chikkaballapura,Chintamani,Ulavadi,Hebbari,49.87,69.2,36.8,0.46,Zonal,4.4,1.3,1200,Sloping Apron,12.65,4322.33
KA28060533,Ulavadi Amanikere,Minor Irrigation Department,Chikkaballapura,Chintamani,Ulavadi,Voolavadi,52.61,76.4,22.14,0.57,Zonal,3.8,1.3,1200,Sloping Apron,12.5,1975.32
KA28060538,Ganjuru Doddakere,Minor Irrigation Department,Chikkaballapura,Chintamani,Doddaganjur,Doddaganjuru,79.04,81,37.32,0.83,Zonal,3.3,1.3,1080,Sloping Apron,10.12,2454.76
KA28060536,Kodadavadi Kere,Minor Irrigation Department,Chikkaballapura,Chintamani,Doddaganjur,Kodihalli,63.25,55.2,14.35,0.66,Zonal,4,1.3,1050,Sloping Apron,13.64,319.69
KA28060540,Kaivara Kere,Minor Irrigation Department,Chikkaballapura,Chintamani,Kaiwara,Kaiwara,74.1,69.25,13.84,0.51,Zonal,4.6,1.32,1150,Sloping Apron,12.65,1856
KA28060471,Kendanahalli Akunte,Minor Irrigation Department,Chikkaballapura,Chintamani,Peramachanahalli,Kendhanahalli,,,,, ,,,, ,,
KA28060535,Anuru Kere,Minor Irrigation Department,Chikkaballapura,Chintamani,Anoor,Anuru,48.56,62.2,26.88,0.52,Zonal,4,1.3,960,Sloping Apron,12.56,1283.63
KA28060543,Akkimangala Kere,Minor Irrigation Department,Chikkaballapura,Chintamani,Santhekallahalli,Akkimangala,75.92,44.11,14.1,0.68,Zonal,4.3,1.5,720,Clear Over Fall,12.56,1074
KA28060674,Kurburu Amanikere,Minor Irrigation Department,Chikkaballapura,Chintamani,Kurubur,Kuruburu,193.6,120.8,97.61,2.24,Zonal,6,1.2,1140,Sloping Apron,12.5,2726
KA28060541,Talagavara Amanikere,Minor Irrigation Department,Chikkaballapura,Chintamani,Talagavara,Talagavara,173.2,93.48,73.44,1.38,Zonal,6.3,1.37,1650,Clear Over Fall,12.63,847
KA28060537,Anuru Naukanakere,Minor Irrigation Department,Chikkaballapura,Chintamani,Anoor,Anuru,48.98,25.6,9.14,0.4,Zonal,3.95,1.5,930,Sloping Apron,12.63,1040.7
KA28060542,Munganahalli Kere,Minor Irrigation Department,Chikkaballapura,Chintamani,M.Gollahalli,Munganahalli,49.34,7,13.2,0.34,Zonal,10,4,630,Sloping Apron,10.12,5400
KA28060544,Burubugunte Amanithimmasani Kere,Minor Irrigation Department,Chikkaballapura,Chintamani,Burudagunte,Burudagunte,120.02,50.62,50,1.41,Zonal,12,2.1,1230,Clear Over Fall,13.64,2065.45
KA28060531,Tapatimmanahalli Rajana Voddu,Minor Irrigation Department,Chikkaballapura,Chintamani,Korlaparthi,Papathimmanahalli,67.88,46,41.2,0.65,Zonal,1.5,1.3,199,Sloping Apron,13.64,3016.46
KA28060545,Basavapura Gabbinayanavoddu,Minor Irrigation Department,Chikkaballapura,Chintamani,Mittahalli,Appasanahalli,100.43,39.2,14,0.14,Zonal,3.1,2,468,Clear Over Fall,12.56,5135.25
KA28060618, ,Minor Irrigation Department,Chikkaballapura,Chintamani,Korlaparthi,Manira Muddenahalli,,,,, ,,,, ,,
KA28060675,Korlaparthi Kere,Minor Irrigation Department,Chikkaballapura,Chintamani,Korlaparthi,Korlaparthi,98.44,58.72,90,2.54,Zonal,9,2,700,S.A.-1         O.F.-1,10.12,4021.43
KA28010111,Balareddihalli Tuttanarayanappana Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Jarabandahally,Balareddyhalli,93.92,17.4,18.82,42.26,Zonal,4.1,2.25,300,Clear Over Fall,12.5,9.84
KA28010043,Kenkere Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Gedare,Kenkere,80.76,17.46,24.15,76.92,Zonal,6.2,1.8,1670,Clear Over Fall,10.12,18.69
KA28010039,Alkapura Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Alakapura,Alakapura,33,17.93,4.76,42,Zonal,3.1,2.2,1200,Clear Over Fall,9.6,111.78
KA28010089,Namagondlu Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Namagondlu,Namagondlu,80,60.39,105,40,Zonal,5.1,2.9,330,Sloping Apron,14.3,19.32
KA28010085,Tothenahalli Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Alakapura,Pothenahalli,43,32.38,14.64,43,Zonal,2.6,1.6,810,Clear Over Fall,12.5,109.13
KA28010092,Gedare Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,G.Bommasandra,Mallasandra,141,74.99,36.41,189,Zonal,6.1,1.5,380,Clear Over Fall,14,149.04
KA28010077,Hanumenahalli Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Alakapura,Hanumenahalli,54,45.34,10.79,54,Zonal,4,1.8,850,Clear Over Fall,14.36,124.2
KA28010109,Tidachalahallikere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Jarabandahally,Pidachalahalli,,,,, ,,,, ,,
KA28010045,Sonaganahalli Toornambhudhi,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Sonaganahally,Sonaganahalli,240.51,55,29.09,240,Zonal,5.4,2.5,930,Clear Over Fall,14.36,149.04
KA28010047,G. Bommasandra Uramundhina Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,G.Bommasandra,G.Bommasandra,100,45.81,13.53,100,Zonal,4.1,1.2,1850,Clear Over Fall,14,74.52
KA28010100,Bisalahalli Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Pura,Bisalahalli,18.21,10.52,6.27,9.11,Homogeneous,4.1,2,420,Clear Over Fall,12.63,9.94
KA28010044,Hunasekunte,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Sonaganahally,Hunasekunte,41,7.48,7.76,41,Zonal,3,2,240,Clear Over Fall,12.5,65.58
KA28010156,Kurubarahalli Melinakere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Hirebidanur,Chigatagere,41.1,29.95,38,8.22,Zonal,4.8,1.8,1410,Sloping Apron,10.36,6.8
KA28010078,Namagondlu Chikkakere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Namagondlu,Namagondlu,53,17.81,30,27.56,Zonal,3.6,1.4,880,Clear Over Fall,9.6,12.95
KA28010074,Kadaburu Tavarae Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Hirebidanur,Kurubarahalli,87,37.65,59,43.5,Zonal,4.5,2.5,810,Sloping Apron,14.3,9.25
KA28010106,Kachamachanahallikere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Gedare,Kachamachanahalli,74.99,45.34,15,74,Zonal,4.3,1.4,600,Clear Over Fall,12.56,94.4
KA28010040,Hosakote Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Sonaganahally,Bhaktarahalli,42,14.17,3.32,42,Zonal,4,2,450,Sloping Apron,10.36,69.55
KA28010090,Venkatapura Ayyammana Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,B.Bommasandra,Chinchenahalli,38,11.33,122,19,Zonal,5.1,2.9,510,Sloping Apron,12.63,16.04
KA28010082,Kadaburu Tavarekere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Namagondlu,Budagenahalli,80,34,34,48,Zonal,3.9,2,860,Clear Over Fall 2,10.45,18.9
KA28010076,Gangasandra Hosakere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Gangasandra,Gangasandra,93,48.17,75,55.8,Zonal,5.1,2,860,Clear Over Fall 2,14.36,13.22
KA28010042,Mudugere Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Mudugere,Mudigere,112.54,93.11,23.6,116,Zonal,6,1.85,2340,Clear Over Fall,13.64,144.1
KA28010048,Hosur Kannikere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Sonaganahally,Hosuru,125.1,17.93,4.76,125,Zonal,4.1,2.5,350,Clear Over Fall,12.65,201.69
KA28010041,Gundapura Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Kadalaveni,Gundapura,49.14,170,16,29.48,Zonal,3.9,2,9750,Sloping Apron,10.12,17.02
KA28010073,Gangasandra Muduganakunte Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Gangasandra,Gangasandra,80,27.93,36,36,Zonal,4.5,2,720,Clear Over Fall,12.5,16.22
KA28010030,Kdhalveni Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Kadalaveni,Kadalaveni,60.62,78.54,69,27.28,Zonal,4.27,2,1170,Sloping Apron,13.64,16.8
KA28010050,Gotakanapura Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Gangasandra,Gotakanapura,53.03,57.89,68,10.61,Zonal,4.5,1.2,990,Clear Over Fall 2,14,24.04
KA28010038,Vychakurahallikere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Kadalaveni,Vyjakuranahalli,,,,, ,,,, ,,
KA28010031,Rampura Ramswamy Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Ramapura,Ramapura,40,23.88,6.22,40,Zonal,4,1.8,730,Clear Over Fall,11.3,47.21
KA28010049,Saganahalli Lingappana Kunte Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Gangasandra,Saganahalli,84.9,26.72,38,44.15,Zonal,4.5,2,1460,Clear Over Fall,10.25,13.38
KA28010069,B. Bommasandra Ramapada Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,B.Bommasandra,Chinchenahalli,31.69,15.37,14,14.26,Zonal,4.5,2.4,830,Sloping Apron,12.5,10.9
KA28010034,Kurudi Uramundhina Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Kurudi,Kurudi,27.4,44.12,12.07,44,Zonal,5,2,750,Clear Over Fall,14.3,298.1
KA28010032,Anudi Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Kurudi,Asudi,61,55.06,16.46,61,Zonal,3.1,1.8,1080,Clear Over Fall,9.6,67.1
KA28010083,Kalludi Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Chikkakurugodu,Kalludi,63,50.6,75,31.5,Zonal,3.9,2.5,1350,Clear Over Fall 2,12.56,30.12
KA28010035,Idaguru Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Idagur,Idaguru,173,110,115,86.5,Zonal,3.9,1.2,1730,Clear Over Fall,12.63,15.35
KA28010051,D. Talya Mahamalleshwara Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,D.Palya,Darinaikanapalya,87.88,31.37,52,45.7,Zonal,5.7,1.8,900,Sloping Apron,10.25,20
KA28010036,Kudrebalya Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Ramapura,Hosaupparahalli,70,61.94,16.28,70,Zonal,2.6,2.3,1020,Clear Over Fall,9.66,89.42
KA28010053,Hudugur Chikkakere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,D.Palya,Darinaikanapalya,398,34,34,179.1,Zonal,3.9,3.1,1050,Clear Over Fall,9.66,42
KA28010059,Bichapura  Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Bychapura,Bychapura,73,34.42,24,36.5,Zonal,3.9,1.8,1840,Sloping Apron,12.63,7.61
KA28010025,Kurugudu Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Doddakurugodu,Doddakurugodu,109,66,90,65.4,Zonal,1.5,1.5,1130,Sloping Apron,10.12,14.22
KA28010057,Nakkalahalli Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Nakkalahalli,Nakkalahalli,84,61.53,41.55,63,Zonal,5.5,2,720,Clear Over Fall,14,54.98
KA28010028,Halaganahalli Gollachikkana Kunte,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Halaganahally,Halaganahalli,40.07,34.8,28,20.84,Zonal,3.6,1.8,620,Sloping Apron,9.6,23.68
KA28010058,Virupasandra Uramundina Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Bychapura,Virupasandra,51,24.69,6,10.2,Zonal,4.6,2.2,1160,Sloping Apron,10.36,42
KA28010027,Halaganahalli Uramundina Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Halaganahally,Halaganahalli,112,40.48,45,67.2,Zonal,3.9,1.85,1320,Sloping Apron,10.45,31.5
KA28010037,Maralur Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Kadalaveni,Maraluru,143.67,82.78,85,74.71,Zonal,,2.5,1200,Clear Over Fall,12.65,19.61
KA28010096,Nayakaralu Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,B.Bommasandra,Yerranagenahalli,83,26.72,22,49.8,Zonal,4.5,2.2,300,Clear Over Fall 2,14.36,22.2
KA28010029,Idguru Nallur Kunte Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Idagur,Idaguru,75,28.34,27,15,Zonal,3,1.4,900,Sloping Apron,11.3,15.46
KA28010054,Hudugur Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Hudugur,Huduguru,62,80,210,12.4,Zonal,4.4,,,Clear Over Fall,11.3,11.1
KA28010052,Lakkasandra Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Hudugur,Lakkasandra,56,18.22,29,28,Zonal,4.5,1.8,660,Clear Over Fall,12.56,8.61
KA28010084,Chikkakurugodu Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Chikkakurugodu,Chikkakurugodu,53.64,21.86,26,24.14,Zonal,4.35,1.4,720,Sloping Apron,13.64,13
KA28010093,Kundhihalli Chikkakere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Ramapura,Kundhihalli,40,29.95,6.4,40,Zonal,3.2,1.3,690,Clear Over Fall,10.45,129.17
KA28010208,Guyyalahalli Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Shyampura,Marimakanahalli,64,122.15,11.76,33.28,Zonal,6,2.2,270,Sloping Apron,10.25,8.07
KA28010081,Nagarabhavi Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Halehally,Halehalli,10,27.3,24.83,4.5,Homogeneous,4.3,2.3,630,Clear Over Fall,9.66,7.61
KA28010079,Chikkahosahalli Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Kallinayakanahalli,Chikkahosahalli,125,9,21.08,123,Zonal,7,2.5,420,Sloping Apron,12.63,55.64
KA28010080,Gowdagere Melina Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Gowdagere,Gowdagere,55,32,9.82,24.75,Zonal,4.8,3,585,Clear Over Fall,13.64,10.74
KA28010087,Gowdagere Kelagina Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Gowdagere,Gowdagere,41.7,20.64,7.84,25.02,Zonal,5.3,2.2,500,Clear Over Fall,10.12,7.97
KA28010205,Basavanahalli Hosa Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Bevinahally,Basavanahalli,51,14.17,5.4,51,Zonal,3.6,2,570,Sloping Apron,10.12,27.82
KA28010209,Kamareddihalli Hosa Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Shyampura,Guyalahalli,56,16.2,10.45,33.6,Homogeneous,7,2.2,248,Clear Over Fall,14.36,11.31
KA28010088,Upparahalli Hosakere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Halehally,Vupparahalli,44.53,7.35,7.65,22.27,Zonal,5,2.2,344,Sloping Apron,14.3,11.26
KA28010091,Sadenahalli Hosa Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Shyampura,Shampura,51.4,12.15,4.97,10.28,Homogeneous,4.6,2.1,405,Sloping Apron,10.36,8.16
KA28010046,Amallekere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Bevinahally,Doddamallekere,66,53.04,18.84,68,Zonal,5.1,1.8,1250,Clear Over Fall,13.64,99.36
KA28010206,Dyavasandra Hosakere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Taridhalu,Dyavasandra,72,42.43,28.36,72,Zonal,3.5,2,1050,Clear Over Fall,12.56,62.1
KA28010071,Dandiganahalli Dasegowdana Kere,Minor Irrigation Department,Chikkaballapura,Gauribidanur,Minakanagurki,Dandiganahalli,40.07,17.14,17.77,8.01,Zonal,4.4,2,225,Clear Over Fall,14,11.02
